MUNICIPIO,COLONIA,indice,indice_texto
GUSTAVO A. MADERO,ESTANZUELA,0.80608661765,Bajo
GUSTAVO A. MADERO,ESTRELLA,0.91307514638,Alto
GUSTAVO A. MADERO,EX-ESCUELA DE TIRO,0.8024404,Bajo
GUSTAVO A. MADERO,FOVISSTE ARAGON (U HAB),0.91794215789,Alto
GUSTAVO A. MADERO,FAJA DE ORO,0.85635688571,Medio
GUSTAVO A. MADERO,FERNANDO CASAS ALEMAN,0.84554361667,Medio
GUSTAVO A. MADERO,FERROCARRILERA INSURGENTES,0.907589225,Alto
GUSTAVO A. MADERO,FOVISSSTE CUCHILLA (U HAB),0.94386188333, Muy Alto
GUSTAVO A. MADERO,FOVISSSTE RIO DE GUADALUPE (U HAB),0.92240728571,Alto
GUSTAVO A. MADERO,GABRIEL HERNANDEZ,0.77534756515,Muy Bajo
GUSTAVO A. MADERO,GENERAL FELIPE BERRIOZABAL,0.80878533462,Bajo
GUSTAVO A. MADERO,GERTRUDIS SANCHEZ 1A SECCION,0.86406149143,Medio
GUSTAVO A. MADERO,GERTRUDIS SANCHEZ 2A SECCION,0.84307801045,Medio
GUSTAVO A. MADERO,GERTRUDIS SANCHEZ 3A SECCION,0.83604001379,Medio
GUSTAVO A. MADERO,GRACIANO SANCHEZ,0.83804563333,Medio
GUSTAVO A. MADERO,GRANJAS MODERNAS-SAN JUAN DE ARAGON (AMPL),0.85341838667,Medio
GUSTAVO A. MADERO,GUADALUPE INSURGENTES,0.92760448571,Alto
GUSTAVO A. MADERO,GUADALUPE PROLETARIA,0.86336252553,Medio
GUSTAVO A. MADERO,GUADALUPE PROLETARIA (AMPL),0.84395251905,Medio
GUSTAVO A. MADERO,GUADALUPE TEPEYAC,0.90702266571,Alto
GUSTAVO A. MADERO,GUADALUPE VICTORIA,0.82159695714,Bajo
GUSTAVO A. MADERO,GUADALUPE VICTORIA II,0.86791374615,Medio
GUSTAVO A. MADERO,HEROE DE NACOZARI,0.85951733684,Medio
GUSTAVO A. MADERO,HEROES DE CHAPULTEPEC,0.86236798333,Medio
GUSTAVO A. MADERO,HORNOS DE ARAGON (U HAB),0.66651073333,Muy Bajo
GUSTAVO A. MADERO,INDECO (U HAB),0.83651875476,Medio
GUSTAVO A. MADERO,INFONAVIT (U HAB),0.92736384,Alto
GUSTAVO A. MADERO,INFONAVIT CAMINO SAN JUAN DE ARAGON (U HAB),0.88010348461,Medio
GUSTAVO A. MADERO,INFONAVIT LORETO FABELA (U HAB),0.81927306667,Bajo
GUSTAVO A. MADERO,JAIME S EMILIANO G,0.82797692,Bajo
GUSTAVO A. MADERO,JORGE NEGRETE,0.85815056667,Medio
GUSTAVO A. MADERO,JOSE MARIA MORELOS Y PAVON I (U HAB),0.881906525,Medio
GUSTAVO A. MADERO,JOSE MARIA MORELOS Y PAVON II (U HAB),0.89727279231,Alto
GUSTAVO A. MADERO,JUAN DE DIOS BATIZ (U HAB),0.96868848182, Muy Alto
GUSTAVO A. MADERO,JUAN GONZALEZ ROMERO,0.80363724151,Bajo
GUSTAVO A. MADERO,JUVENTINO ROSAS,0.80717004286,Bajo
GUSTAVO A. MADERO,LA CANDELARIA TICOMAN (BARR),0.7807395061,Bajo
GUSTAVO A. MADERO,LA CASILDA,0.7732260069,Muy Bajo
GUSTAVO A. MADERO,LA CRUZ (BARR),0.72101513333,Muy Bajo
GUSTAVO A. MADERO,LA ESMERALDA I,0.86653641143,Medio
GUSTAVO A. MADERO,LA ESMERALDA (U HAB),0.93384330435, Muy Alto
GUSTAVO A. MADERO,LA FORESTAL,0.80957903243,Bajo
GUSTAVO A. MADERO,LA FORESTAL 1,0.74651845,Muy Bajo
GUSTAVO A. MADERO,LA FORESTAL 2,0.76601988621,Muy Bajo
GUSTAVO A. MADERO,LA FORESTAL 3,0.73567553913,Muy Bajo
GUSTAVO A. MADERO,LA JOYA,0.84680559143,Medio
GUSTAVO A. MADERO,LA JOYITA,0.86846936667,Medio
GUSTAVO A. MADERO,LA LAGUNA TICOMAN (BARR),0.86267566404,Medio
GUSTAVO A. MADERO,LA MALINCHE,0.81201402258,Bajo
GUSTAVO A. MADERO,LA PASTORA,0.8001056746,Bajo
GUSTAVO A. MADERO,LA PATERA-CONDOMODULOS (U HAB),0.94911721905, Muy Alto
GUSTAVO A. MADERO,LA PRADERA,0.84129707442,Medio
GUSTAVO A. MADERO,LA PRADERA I (U HAB),0.89290658,Alto
GUSTAVO A. MADERO,LA PRADERA II (U HAB),0.90044967778,Alto
GUSTAVO A. MADERO,LA PURISIMA TICOMAN (BARR),0.88839286808,Alto
GUSTAVO A. MADERO,LINDAVISTA VALLEJO (U HAB),0.94308761758, Muy Alto
GUSTAVO A. MADERO,LOMA DE LA PALMA,0.79889369875,Bajo
GUSTAVO A. MADERO,LOMAS DE CUAUTEPEC,0.77213615181,Muy Bajo
GUSTAVO A. MADERO,LOMAS DE SAN JUAN IXHUATEPEC (2A SECCION),0.71244825667,Muy Bajo
GUSTAVO A. MADERO,LOS OLIVOS (U HAB),0.94884004, Muy Alto
GUSTAVO A. MADERO,LUIS DONALDO COLOSIO,0.76273222653,Muy Bajo
GUSTAVO A. MADERO,MAGDALENA DE LAS SALINAS,0.86786772308,Medio
GUSTAVO A. MADERO,MALACATES,0.75019448372,Muy Bajo
GUSTAVO A. MADERO,MALACATES (AMPL),0.7252831537,Muy Bajo
GUSTAVO A. MADERO,MALVINAS MEXICANAS,0.797429425,Bajo
GUSTAVO A. MADERO,MARTIRES DE RIO BLANCO,0.845072248,Medio
GUSTAVO A. MADERO,MARTIRES DE RIO BLANCO (AMPL),0.84537086667,Medio
GUSTAVO A. MADERO,MAXIMINO AVILA CAMACHO,0.82600829091,Bajo
GUSTAVO A. MADERO,NARCISO BASSOLS (U HAB),0.89780558696,Alto
GUSTAVO A. MADERO,NUEVA INDUSTRIAL VALLEJO (FRACC),0.91442616818,Alto
GUSTAVO A. MADERO,NUEVA TENOCHTITLAN,0.82755893659,Bajo
GUSTAVO A. MADERO,NUEVA VALLEJO,0.89311233529,Alto
GUSTAVO A. MADERO,PALMATITLA,0.81058332535,Bajo
GUSTAVO A. MADERO,PANAMERICANA,0.84152519655,Medio
GUSTAVO A. MADERO,PANAMERICANA (AMPL),0.84599485,Medio
GUSTAVO A. MADERO,PARQUE METROPOLITANO,0.76297437429,Muy Bajo
GUSTAVO A. MADERO,PEMEX LINDAVISTA (U HAB),0.9617289875, Muy Alto
GUSTAVO A. MADERO,PLANETARIO LINDAVISTA,0.9629194125, Muy Alto
GUSTAVO A. MADERO,PLAZA ORIENTE (RDCIAL),0.8972693875,Alto
GUSTAVO A. MADERO,PRADOS DE CUAUTEPEC,0.78068659091,Bajo
GUSTAVO A. MADERO,PROGRESO NACIONAL (AMPL),0.86735827368,Medio
GUSTAVO A. MADERO,PROVIDENCIA (AMPL),0.81130333333,Bajo
GUSTAVO A. MADERO,QUETZALCOATL 3,0.7911753,Bajo
GUSTAVO A. MADERO,RESIDENCIAL LA ESCALERA (FRACC),0.94311243793, Muy Alto
GUSTAVO A. MADERO,RESIDENCIAL ZACATENCO,0.916514952,Alto
GUSTAVO A. MADERO,REVOLUCION IMSS (U HAB),0.94241315294, Muy Alto
GUSTAVO A. MADERO,ROSAS DEL TEPEYAC,0.73538888,Muy Bajo
GUSTAVO A. MADERO,SALVADOR DIAZ MIRON,0.84988104462,Medio
GUSTAVO A. MADERO,SAN ANTONIO,0.84267084,Medio
GUSTAVO A. MADERO,SAN BARTOLO ATEPEHUACAN (PBLO),0.90028253333,Alto
GUSTAVO A. MADERO,SAN JOSE DE LA ESCALERA,0.843205016,Medio
GUSTAVO A. MADERO,SAN JOSE TICOMAN,0.88500724615,Alto
GUSTAVO A. MADERO,SAN JUAN DE ARAGON (PBLO),0.84565150469,Medio
GUSTAVO A. MADERO,SAN JUAN DE ARAGON 3A SECCION (U HAB) I,0.87570031304,Medio
GUSTAVO A. MADERO,SAN JUAN DE ARAGON 6A SECCION (U HAB) I,0.92094758718,Alto
GUSTAVO A. MADERO,SAN JUAN III (U HAB),0.90859399091,Alto
GUSTAVO A. MADERO,SAN JUAN Y GUADALUPE TICOMAN (BARR),0.78170662951,Bajo
GUSTAVO A. MADERO,SAN MIGUEL CUAUTEPEC,0.79513714,Bajo
GUSTAVO A. MADERO,SAN MIGUEL-LA ESCALERA (BARR),0.81302835882,Bajo
GUSTAVO A. MADERO,SAN PEDRO EL CHICO,0.92492858261,Alto
GUSTAVO A. MADERO,SAN PEDRO ZACATENCO (PBLO),0.85750492679,Medio
GUSTAVO A. MADERO,SAN RAFAEL TICOMAN (BARR),0.82456182727,Bajo
GUSTAVO A. MADERO,SANTA ISABEL TOLA (PBLO),0.8423670844,Medio
GUSTAVO A. MADERO,SANTA ROSA,0.86459428167,Medio
GUSTAVO A. MADERO,SANTIAGO ATEPETLAC,0.82713556667,Bajo
GUSTAVO A. MADERO,SANTIAGO ATEPETLAC (LA SELVITA) (U HAB),0.89552805238,Alto
GUSTAVO A. MADERO,SANTIAGO ATZACOALCO (PBLO),0.8332528383,Medio
GUSTAVO A. MADERO,SCT (U HAB),0.94078085909, Muy Alto
GUSTAVO A. MADERO,SIETE MARAVILLAS,0.93117336364,Alto
GUSTAVO A. MADERO,SOLIDARIDAD NACIONAL,0.9032822963,Alto
GUSTAVO A. MADERO,SUTIC VALLEJO (U HAB),0.87136455,Medio
GUSTAVO A. MADERO,TABLAS DE SAN AGUSTIN,0.86454357179,Medio
GUSTAVO A. MADERO,TEPETATAL,0.78236026,Bajo
GUSTAVO A. MADERO,TEPEYAC INSURGENTES,0.915790675,Alto
GUSTAVO A. MADERO,TLACAELEL,0.7282560675,Muy Bajo
GUSTAVO A. MADERO,TLACAMACA,0.82935796,Bajo
GUSTAVO A. MADERO,TLALPEXCO,0.73402851333,Muy Bajo
GUSTAVO A. MADERO,TORRES DE QUIROGA (U HAB),0.83612232857,Medio
GUSTAVO A. MADERO,TORRES DE SAN JUAN (U HAB),0.91708056667,Alto
GUSTAVO A. MADERO,TORRES DE SAN JUAN 1B (U HAB),0.9103388,Alto
GUSTAVO A. MADERO,TORRES LINDAVISTA (FRACC),0.95287086286, Muy Alto
GUSTAVO A. MADERO,TRES ESTRELLAS,0.854497936,Medio
GUSTAVO A. MADERO,TRIUNFO DE LA REPUBLICA,0.82070097895,Bajo
GUSTAVO A. MADERO,VALLE DE MADERO,0.83567491053,Medio
GUSTAVO A. MADERO,VALLE DEL TEPEYAC,0.94876014, Muy Alto
GUSTAVO A. MADERO,VALLEJO PONIENTE,0.81711366923,Bajo
GUSTAVO A. MADERO,VASCO DE QUIROGA,0.84064460615,Medio
GUSTAVO A. MADERO,VERONICA CASTRO,0.70927402353,Muy Bajo
GUSTAVO A. MADERO,VILLA DE ARAGON (FRACC),0.91143167391,Alto
GUSTAVO A. MADERO,VILLA GUSTAVO A MADERO,0.82736912857,Bajo
GUSTAVO A. MADERO,VILLA HERMOSA,0.83567794,Medio
GUSTAVO A. MADERO,VISTA HERMOSA,0.70580142857,Muy Bajo
GUSTAVO A. MADERO,ZONA ESCOLAR ORIENTE,0.847074,Medio
GUSTAVO A. MADERO,15 DE AGOSTO,0.82055139231,Bajo
GUSTAVO A. MADERO,25 DE JULIO,0.80216956296,Bajo
GUSTAVO A. MADERO,51 LEGISLATURA,0.91030022,Alto
GUSTAVO A. MADERO,6 DE JUNIO,0.74219988148,Muy Bajo
GUSTAVO A. MADERO,7 DE NOVIEMBRE,0.86265794242,Medio
GUSTAVO A. MADERO,VILLA DE ARAGON,0.79488702059,Bajo
GUSTAVO A. MADERO,JOYAS VALLEJO (U HAB),0.94456118824, Muy Alto
GUSTAVO A. MADERO,CAMPESTRE ARAGON I,0.84297942558,Medio
GUSTAVO A. MADERO,CAMPESTRE ARAGON II,0.85384233729,Medio
GUSTAVO A. MADERO,CASAS ALEMAN (AMPL) I,0.8326414234,Medio
GUSTAVO A. MADERO,CASAS ALEMAN (AMPL) II,0.8591888898,Medio
GUSTAVO A. MADERO,CHALMA DE GUADALUPE I,0.79480303333,Bajo
GUSTAVO A. MADERO,CHALMA DE GUADALUPE II,0.80179129848,Bajo
GUSTAVO A. MADERO,GABRIEL HERNANDEZ (AMPL) I,0.81079573404,Bajo
GUSTAVO A. MADERO,GABRIEL HERNANDEZ (AMPL) II,0.80647629268,Bajo
GUSTAVO A. MADERO,INDUSTRIAL I,0.91420250959,Alto
GUSTAVO A. MADERO,INDUSTRIAL II,0.92076133692,Alto
GUSTAVO A. MADERO,LINDAVISTA I,0.93771590104, Muy Alto
GUSTAVO A. MADERO,LINDAVISTA II,0.93326151356, Muy Alto
GUSTAVO A. MADERO,MARTIN CARRERA I,0.8037995,Bajo
GUSTAVO A. MADERO,MARTIN CARRERA II,0.83214005366,Bajo
GUSTAVO A. MADERO,NUEVA ATZACOALCO I,0.79462232564,Bajo
GUSTAVO A. MADERO,NUEVA ATZACOALCO II,0.80474439429,Bajo
GUSTAVO A. MADERO,NUEVA ATZACOALCO III,0.81569850256,Bajo
GUSTAVO A. MADERO,PROGRESO NACIONAL I,0.83706438788,Medio
GUSTAVO A. MADERO,PROGRESO NACIONAL II,0.83801867297,Medio
GUSTAVO A. MADERO,PROVIDENCIA I,0.82410576122,Bajo
GUSTAVO A. MADERO,PROVIDENCIA II,0.80654931111,Bajo
GUSTAVO A. MADERO,PROVIDENCIA III,0.81323551034,Bajo
GUSTAVO A. MADERO,SAN FELIPE DE JESUS I,0.78584897386,Bajo
GUSTAVO A. MADERO,SAN FELIPE DE JESUS II,0.80713531522,Bajo
GUSTAVO A. MADERO,SAN FELIPE DE JESUS III,0.8102921987,Bajo
GUSTAVO A. MADERO,SAN FELIPE DE JESUS IV,0.80233744217,Bajo
GUSTAVO A. MADERO,SAN JUAN DE ARAGON 1A SECCION (U HAB) I,0.87453023559,Medio
GUSTAVO A. MADERO,SAN JUAN DE ARAGON 1A SECCION (U HAB) II,0.8786709459,Medio
GUSTAVO A. MADERO,SAN JUAN DE ARAGON 2A SECCION (U HAB) I,0.89175116061,Alto
GUSTAVO A. MADERO,SAN JUAN DE ARAGON 2A SECCION (U HAB) II,0.88107015455,Medio
GUSTAVO A. MADERO,SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) I,0.92233369891,Alto
GUSTAVO A. MADERO,SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II,0.9285671383,Alto
GUSTAVO A. MADERO,SAN JUAN DE ARAGON 7 SECC (U HAB) I,0.84587973103,Medio
GUSTAVO A. MADERO,SAN JUAN DE ARAGON 7 SECC (U HAB) II,0.86400122857,Medio
GUSTAVO A. MADERO,VALLEJO I,0.84700581,Medio
GUSTAVO A. MADERO,VALLEJO II,0.84563072727,Medio
GUSTAVO A. MADERO,ZONA ESCOLAR I,0.84237571224,Medio
GUSTAVO A. MADERO,ZONA ESCOLAR II,0.83493881017,Medio
GUSTAVO A. MADERO,LA ESMERALDA II,0.8711244,Medio
GUSTAVO A. MADERO,LA ESMERALDA III,0.88726132105,Alto
GUSTAVO A. MADERO,SAN JUAN DE ARAGON 3A SECCION (U HAB) II,0.873454865,Medio
GUSTAVO A. MADERO,SAN JUAN DE ARAGON 6A SECCION (U HAB) II,0.92339849545,Alto
IZTACALCO,AMPLIACION RAMOS MILLAN,0.82038156301,Bajo
IZTACALCO,CARLOS ZAPATA VELA,0.80327379659,Bajo
IZTACALCO,FRACCIONAMIENTO COYUYA,0.93444626667, Muy Alto
IZTACALCO,CUCHILLA AGRICOLA ORIENTAL,0.81464179,Bajo
IZTACALCO,CUCHILLA RAMOS MILLAN,0.85884329138,Medio
IZTACALCO,EL RODEO,0.81379169118,Bajo
IZTACALCO,EX EJIDOS DE LA MAGDALENA MIXIHUCA,0.81805294,Bajo
IZTACALCO,GABRIEL RAMOS MILLAN,0.83740025476,Medio
IZTACALCO,INPI PICOS,0.91798146429,Alto
IZTACALCO,JARDINES TECMA,0.83257445,Medio
IZTACALCO,LA ASUNCION (BARR),0.82257649091,Bajo
IZTACALCO,LA CRUZ,0.79906200769,Bajo
IZTACALCO,LOS REYES (BARR),0.82521676739,Bajo
IZTACALCO,MILITAR MARTE,0.94316707439, Muy Alto
IZTACALCO,MOSCO CHINAMPA,0.82057044444,Bajo
IZTACALCO,NUEVA STA ANITA,0.86623098823,Medio
IZTACALCO,PICOS IZTACALCO 1-A,0.8275461,Bajo
IZTACALCO,PICOS IZTACALCO 1B,0.889358405,Alto
IZTACALCO,PICOS IZTACALCO 2A,0.84009893448,Medio
IZTACALCO,REFORMA IZTACCIHUATL NORTE,0.9364623, Muy Alto
IZTACALCO,REFORMA IZTACCIHUATL SUR,0.9414459125, Muy Alto
IZTACALCO,SAN FCO XICALTONGO (BARR),0.80162632222,Bajo
IZTACALCO,SAN MIGUEL (BARR),0.8279924125,Bajo
IZTACALCO,SAN PEDRO IZTACALCO (BARR),0.83668861622,Medio
IZTACALCO,SANTA ANITA,0.833895796,Medio
IZTACALCO,SANTA CRUZ (BARR),0.81803083636,Bajo
IZTACALCO,SANTIAGO NORTE (BARR),0.79819596667,Bajo
IZTACALCO,SANTIAGO SUR (BARR),0.90457417213,Alto
IZTACALCO,TLACOTAL RAMOS MILLAN,0.85466051342,Medio
IZTACALCO,TLAZINTLA,0.84001903333,Medio
IZTACALCO,VIADUCTO PIEDAD,0.88302330833,Alto
IZTACALCO,ZAPOTLA (BARR),0.85077402647,Medio
IZTACALCO,AGRICOLA ORIENTAL I,0.85273955616,Medio
IZTACALCO,AGRICOLA ORIENTAL II,0.83565976857,Medio
IZTACALCO,AGRICOLA ORIENTAL III,0.85069866761,Medio
IZTACALCO,AGRICOLA ORIENTAL IV,0.85788325429,Medio
IZTACALCO,AGRICOLA ORIENTAL V,0.85403789152,Medio
IZTACALCO,AGRICOLA ORIENTAL VI,0.88119241045,Medio
IZTACALCO,AGRICOLA ORIENTAL VII,0.86587088624,Medio
IZTACALCO,AGRICOLA ORIENTAL VIII,0.87212044915,Medio
IZTACALCO,CAMPAMENTO 2 DE OCTUBRE I,0.83308111982,Medio
IZTACALCO,CAMPAMENTO 2 DE OCTUBRE II,0.80581995091,Bajo
IZTACALCO,GRANJAS MEXICO I,0.857915042,Medio
IZTACALCO,GRANJAS MEXICO II,0.86978504839,Medio
IZTACALCO,INFONAVIT IZTACALCO (U HAB) I,0.92204741071,Alto
IZTACALCO,INFONAVIT IZTACALCO (U HAB) II,0.8981836913,Alto
IZTACALCO,JUVENTINO ROSAS I,0.82155517059,Bajo
IZTACALCO,JUVENTINO ROSAS II,0.84407020286,Medio
IZTACALCO,PANTITLAN I,0.86922421487,Medio
IZTACALCO,PANTITLAN II,0.83916024138,Medio
IZTACALCO,PANTITLAN III,0.888469825,Alto
IZTACALCO,PANTITLAN IV,0.87873159308,Medio
IZTACALCO,PANTITLAN V,0.86865409675,Medio
IZTACALCO,RAMOS MILLAN BRAMADERO I,0.81087841071,Bajo
IZTACALCO,RAMOS MILLAN BRAMADERO II,0.83575122466,Medio
,,,
,,,
IZTAPALAPA,ACULCO (PBLO),0.86524374872,Medio
IZTAPALAPA,ALBARRADAS (U HAB),0.91776229524,Alto
IZTAPALAPA,ALCANFORES (U HAB),0.89205492222,Alto
IZTAPALAPA,ALLEPETLALI (U HAB),0.8296078,Bajo
IZTAPALAPA,ALVARO OBREGON,0.85941833922,Medio
IZTAPALAPA,ALVARO OBREGON_(FRACC),0.80048839107,Bajo
IZTAPALAPA,A├æO DE JUAREZ,0.81352092143,Bajo
IZTAPALAPA,ANTORCHA POPULAR I (U HAB),0.80370483333,Bajo
IZTAPALAPA,APATLACO,0.82592935102,Bajo
IZTAPALAPA,ARBOLEDAS,0.75754991111,Muy Bajo
IZTAPALAPA,ART 4TO CONSTITUCIONAL (U HAB),0.81467067846,Bajo
IZTAPALAPA,BANJIDAL,0.92246164706,Alto
IZTAPALAPA,BARRANCAS DE GUADALUPE,0.71802404,Muy Bajo
IZTAPALAPA,BELLAVISTA (U HAB),0.89558347027,Alto
IZTAPALAPA,BENITO JUAREZ,0.89176575,Alto
IZTAPALAPA,CABEZA DE JUAREZ I (U HAB),0.89043013333,Alto
IZTAPALAPA,CABEZA DE JUAREZ II (U HAB),0.8435059625,Medio
IZTAPALAPA,CABEZA DE JUAREZ III (U HAB),0.9049228875,Alto
IZTAPALAPA,CACAMA,0.88965043846,Alto
IZTAPALAPA,CAMPESTRE POTRERO,0.71131034043,Muy Bajo
IZTAPALAPA,CANANEA (U HAB),0.83472102651,Medio
IZTAPALAPA,CARLOS HANK GONZALEZ,0.80486981219,Bajo
IZTAPALAPA,CARMEN SERDAN ( U HAB),0.92107640333,Alto
IZTAPALAPA,CASA BLANCA,0.85927874783,Medio
IZTAPALAPA,CE CUALLI OHTLI (U HAB),0.84563458769,Medio
IZTAPALAPA,CHINAMPAS DE SANTA MA TOMATLAN,0.87069687,Medio
IZTAPALAPA,CITLALLI,0.81362332821,Bajo
IZTAPALAPA,COLONIAL IZTAPALAPA (FRACC),0.92837548154,Alto
IZTAPALAPA,CONCORDIA ZARAGOZA (U HAB),0.87136841538,Medio
IZTAPALAPA,CUCHILLAS DEL MORAL (U HAB),0.87285947297,Medio
IZTAPALAPA,CUITLAHUAC (U HAB),0.84811106761,Medio
IZTAPALAPA,CULHUACAN (PBLO),0.85954062632,Medio
IZTAPALAPA,DEGOLLADO,0.74152477895,Muy Bajo
IZTAPALAPA,DEGOLLADO CHICO,0.73056595454,Muy Bajo
IZTAPALAPA,DR ALFONSO ORTIZ TIRADO,0.85921125667,Medio
IZTAPALAPA,EJERCITO DE AGUA PRIETA,0.7869502217,Bajo
IZTAPALAPA,EJTO CONSTITUCIONALISTA,0.76749922099,Muy Bajo
IZTAPALAPA,EJTO CONSTITUCIONALISTA II ( U HAB),0.85474544615,Medio
IZTAPALAPA,"EJTO CONSTITUCIONALISTA, SUPERMANZANA I ( U HAB)",0.83475717982,Medio
IZTAPALAPA,"EJTO CONSTITUCIONALISTA, SUPERMANZANA II ( U HAB)",0.82644039265,Bajo
IZTAPALAPA,"EJTO CONSTITUCIONALISTA, SUPERMANZANA III (U HAB)",0.81864308837,Bajo
IZTAPALAPA,EJTO DE OTE II (U HAB),0.87942891936,Medio
IZTAPALAPA,EL EDEN,0.8212803,Bajo
IZTAPALAPA,EL MANTO,0.8458453456,Medio
IZTAPALAPA,EL MANTO_PLAN DE IGUALA,0.834162925,Medio
IZTAPALAPA,EL MIRADOR,0.78773275106,Bajo
IZTAPALAPA,EL MOLINO,0.80585449091,Bajo
IZTAPALAPA,EL MOLINO_,0.9035641,Alto
IZTAPALAPA,EL PRADO,0.93889682222, Muy Alto
IZTAPALAPA,EL RETO├æO,0.90534162917,Alto
IZTAPALAPA,EL RODEO,0.84464294,Medio
IZTAPALAPA,EL ROSARIO,0.82486796027,Bajo
IZTAPALAPA,EL SANTUARIO,0.84749783939,Medio
IZTAPALAPA,EL SANTUARIO (AMPL),0.85578935143,Medio
IZTAPALAPA,EL SIFON,0.9012530017,Alto
IZTAPALAPA,EL TRIANGULO,0.6675493579,Muy Bajo
IZTAPALAPA,EL TRIUNFO,0.85398806667,Medio
IZTAPALAPA,EL TRIUNFO (AMPL),0.88592375714,Alto
IZTAPALAPA,EL VERGEL,0.85600612152,Medio
IZTAPALAPA,EL VERGEL TRIANGULO DE LAS AGUJAS I (U HAB),0.87783103889,Medio
IZTAPALAPA,EL VERGEL TRIANGULO DE LAS AGUJAS II (U HAB),0.89917425,Alto
IZTAPALAPA,EMILIANO ZAPATA (AMPL),0.7300802023,Muy Bajo
IZTAPALAPA,ESCUADRON 201,0.86543487143,Medio
IZTAPALAPA,ESTADO DE VERACRUZ,0.84728568571,Medio
IZTAPALAPA,ESTRELLA CULHUACAN,0.83330058235,Medio
IZTAPALAPA,ESTRELLA DEL SUR,0.8410305625,Medio
IZTAPALAPA,F P F V (PREDIO EL MOLINO) ( U HAB),0.85600805769,Medio
IZTAPALAPA,FRANCISCO VILLA,0.81828916932,Bajo
IZTAPALAPA,FUEGO NUEVO,0.81017752911,Bajo
IZTAPALAPA,FUENTES DE ZARAGOZA (U HAB),0.90629690333,Alto
IZTAPALAPA,FUERTE DE LORETO - LA ANTENA (U HAB),0.79440842826,Bajo
IZTAPALAPA,GAMA GAVILAN (U HAB),0.909123475,Alto
IZTAPALAPA,GAVILAN (U HAB),0.87592227333,Medio
IZTAPALAPA,GRANJAS ESMERALDA,0.92504212581,Alto
IZTAPALAPA,GRANJAS ESTRELLA I,0.93126072632,Alto
IZTAPALAPA,GRANJAS ESTRELLA II,0.84583746667,Medio
IZTAPALAPA,GRANJAS ESTRELLA III,0.87167386667,Medio
IZTAPALAPA,GRANJAS SAN ANTONIO,0.89477144524,Alto
IZTAPALAPA,GUADALUPE (BARR),0.76581605,Muy Bajo
IZTAPALAPA,GUADALUPE DEL MORAL,0.80394219455,Bajo
IZTAPALAPA,GUELATAO DE JUAREZ I (U HAB),0.89260543393,Alto
IZTAPALAPA,GUELATAO DE JUAREZ II (U HAB),0.90492412105,Alto
IZTAPALAPA,HEROES DE CHURUBUSCO,0.91442183889,Alto
IZTAPALAPA,HUASIPUNGO (U HAB),0.81807333793,Bajo
IZTAPALAPA,HUITZICO-LA POBLANITA,0.68970557647,Muy Bajo
IZTAPALAPA,IGNACIO ZARAGOZA (U HAB),0.89188952593,Alto
IZTAPALAPA,INSURGENTES,0.81420456458,Bajo
IZTAPALAPA,IXTLAHUACAN,0.76444174623,Muy Bajo
IZTAPALAPA,JACARANDAS,0.85040163889,Medio
IZTAPALAPA,JARDINES DE CHURUBUSCO,0.90756415714,Alto
IZTAPALAPA,JARDINES DE SAN LORENZO,0.79991335926,Bajo
IZTAPALAPA,JOSE MA MORELOS Y PAVON (U HAB),0.77794721,Muy Bajo
IZTAPALAPA,JUSTO SIERRA,0.93885778571, Muy Alto
IZTAPALAPA,LA ASUNCION (BARR),0.79165947059,Bajo
IZTAPALAPA,LA COLMENA (U HAB),0.86730052273,Medio
IZTAPALAPA,LA ERA,0.83283014262,Medio
IZTAPALAPA,LA ESPERANZA,0.830412375,Bajo
IZTAPALAPA,LA ESTACION,0.73718382,Muy Bajo
IZTAPALAPA,LA JOYA,0.75003545,Muy Bajo
IZTAPALAPA,LA JOYITA,0.75438797143,Muy Bajo
IZTAPALAPA,LA MAGUEYERA,0.739276508,Muy Bajo
IZTAPALAPA,LA NUEVA ROSITA,0.83250375769,Medio
IZTAPALAPA,LA PLANTA,0.81587093333,Bajo
IZTAPALAPA,LA POLVORILLA,0.77648356207,Muy Bajo
IZTAPALAPA,POLVORILLA (AMPL),0.72260750476,Muy Bajo
IZTAPALAPA,LA REGADERA,0.87403661,Medio
IZTAPALAPA,LAS AMERICAS (U HAB),0.91347165507,Alto
IZTAPALAPA,LAS PE├æAS I,0.83820912887,Medio
IZTAPALAPA,LEYES DE REFORMA 1A SECCION,0.84166270357,Medio
IZTAPALAPA,LEYES DE REFORMA 2A SECCION,0.8167259037,Bajo
IZTAPALAPA,LOMAS DE SANTA CRUZ MEYEHUALCO,0.75473219286,Muy Bajo
IZTAPALAPA,LOMAS DE ZARAGOZA,0.74277452079,Muy Bajo
IZTAPALAPA,LOMAS EL MANTO,0.84243395714,Medio
IZTAPALAPA,LOMAS ESTRELLA  III (U HAB),0.87034746522,Medio
IZTAPALAPA,LOMAS ESTRELLA 1A SECC (FRACC),0.93248600909,Alto
IZTAPALAPA,LOS ANGELES,0.83724082353,Medio
IZTAPALAPA,LOS ANGELES APANOAYA,0.87874768367,Medio
IZTAPALAPA,LOS CIPRESES,0.90074029474,Alto
IZTAPALAPA,LOS PICOS VI B,0.86156836316,Medio
