MUNICIPIO,COLONIA,indice,indice_texto
IZTAPALAPA,LOS REYES (AMPL),0.80124729508,Bajo
IZTAPALAPA,LOS REYES (PBLO),0.818757392,Bajo
IZTAPALAPA,M MAZA DE JUAREZ (U HAB),0.91410363333,Alto
IZTAPALAPA,MAGDALENA ATLAZOLPA (PBLO),0.86603928387,Medio
IZTAPALAPA,MEXICALTZINGO (PBLO),0.87702396667,Medio
IZTAPALAPA,MIGUEL DE LA MADRID HURTADO,0.75516135843,Muy Bajo
IZTAPALAPA,MINAS POLVORILLA (U HAB),0.7566883025,Muy Bajo
IZTAPALAPA,MINERVA,0.8892779375,Alto
IZTAPALAPA,MIRASOLES (U HAB),0.89083750217,Alto
IZTAPALAPA,MIRAVALLE,0.7213876871,Muy Bajo
IZTAPALAPA,MIXCOATL,0.80823286812,Bajo
IZTAPALAPA,MODELO (U),0.94071365471, Muy Alto
IZTAPALAPA,MONTE ALBAN,0.74650243333,Muy Bajo
IZTAPALAPA,MOYOCOYANI (U HAB),0.80453038182,Bajo
IZTAPALAPA,NA HAL TI (U HAB),0.7816629,Bajo
IZTAPALAPA,NORMA ISSSTE (U HAB),0.897710804,Alto
IZTAPALAPA,NUEVA GENERACION (U HAB),0.81807333793,Bajo
IZTAPALAPA,PALMITAS,0.75909448485,Muy Bajo
IZTAPALAPA,PARAISO,0.78564504386,Bajo
IZTAPALAPA,PARAISO (AMPL),0.72382258182,Muy Bajo
IZTAPALAPA,PARAJE SAN JUAN,0.83681301333,Medio
IZTAPALAPA,PARAJE ZACATEPEC,0.78673142885,Bajo
IZTAPALAPA,PARAJES BUENAVISTA (TETECON),0.70635631111,Muy Bajo
IZTAPALAPA,PASEOS DE CHURUBUSCO,0.92125130331,Alto
IZTAPALAPA,PE├æON VIEJO (U HAB),0.81254408846,Bajo
IZTAPALAPA,PLENITUD (U HAB),0.93018515385,Alto
IZTAPALAPA,PLUTARCO ELIAS CALLES (U HAB),0.88619387143,Alto
IZTAPALAPA,PREDIO DEGOLLADO,0.69506967581,Muy Bajo
IZTAPALAPA,PRESIDENTES DE MEXICO,0.831325632,Bajo
IZTAPALAPA,PRIVADA GAVILAN (U HAB),0.86250939286,Medio
IZTAPALAPA,PROGRESISTA,0.82913510351,Bajo
IZTAPALAPA,PROGRESO DEL SUR,0.87528558,Medio
IZTAPALAPA,PUENTE BLANCO,0.79436686143,Bajo
IZTAPALAPA,PURISIMA ATLAZOLPA,0.84313465625,Medio
IZTAPALAPA,PURISIMA I,0.78088822,Bajo
IZTAPALAPA,REAL DEL MORAL (FRACC),0.924310572,Alto
IZTAPALAPA,RENOVACION,0.72151296559,Muy Bajo
IZTAPALAPA,RICARDO FLORES MAGON,0.8098597,Bajo
IZTAPALAPA,RICARDO FLORES MAGON (AMPL),0.86777077308,Medio
IZTAPALAPA,RINCONADA EL MOLINO,0.76457026667,Muy Bajo
IZTAPALAPA,SAN ANDRES TETEPILCO (PBLO),0.87823934375,Medio
IZTAPALAPA,SAN ANDRES TOMATLAN (PBLO),0.82377640263,Bajo
IZTAPALAPA,SAN ANTONIO (BARR),0.76849642262,Muy Bajo
IZTAPALAPA,SAN ANTONIO CULHUACAN (BARR),0.83813751667,Medio
IZTAPALAPA,SAN FRANCISCO APOLOCALCO,0.71581435539,Muy Bajo
IZTAPALAPA,SAN IGNACIO (BARR),0.75695408235,Muy Bajo
IZTAPALAPA,SAN JOSE (BARR),0.78254891923,Bajo
IZTAPALAPA,SAN JOSE ACULCO,0.72796867636,Muy Bajo
IZTAPALAPA,SAN JOSE BUENAVISTA,0.703688515,Muy Bajo
IZTAPALAPA,SAN JUAN 2A AMPLIACI├ôN (PJE),0.79639452174,Bajo
IZTAPALAPA,SAN JUAN CERRO (PJE),0.82909395366,Bajo
IZTAPALAPA,SAN JUAN JOYA (PJE),0.80649178529,Bajo
IZTAPALAPA,SAN JUANICO NEXTIPAC (PBLO),0.84982911071,Medio
IZTAPALAPA,SAN LORENZO 870 (U HAB),0.749468006,Muy Bajo
IZTAPALAPA,SAN LORENZO TEZONCO (BARR),0.77914263478,Bajo
IZTAPALAPA,SAN LORENZO TEZONCO (PBLO),0.77568075952,Muy Bajo
IZTAPALAPA,SAN LORENZO TEZONCO I (U HAB),0.90113823056,Alto
IZTAPALAPA,SAN LORENZO TEZONCO II (U HAB),0.88382164545,Alto
IZTAPALAPA,SAN LORENZO XICOTENCATL (PBLO),0.81776235806,Bajo
IZTAPALAPA,SAN LUCAS (BARR),0.86334652692,Medio
IZTAPALAPA,SAN MIGUEL (BARR),0.85180654944,Medio
IZTAPALAPA,SAN NICOLAS TOLENTINO I,0.83880870159,Medio
IZTAPALAPA,SAN NICOLAS TOLENTINO II,0.90612874105,Alto
IZTAPALAPA,SAN PABLO (BARR),0.83598119524,Medio
IZTAPALAPA,"SAN PABLO I, II Y V-LOMAS DEL PARAISO",0.73735982353,Muy Bajo
IZTAPALAPA,SAN PEDRO (BARR),0.76809771176,Muy Bajo
IZTAPALAPA,SAN SEBASTIAN TECOLOXTITLAN (PBLO),0.79521188,Bajo
IZTAPALAPA,SAN SIMON CULHUACAN (BARR),0.80580719091,Bajo
IZTAPALAPA,SANTA BARBARA (BARR) I,0.84384352424,Medio
IZTAPALAPA,SANTA CRUZ MEYEHUALCO (PBLO),0.76056264756,Muy Bajo
IZTAPALAPA,SANTA CRUZ VI (U HAB),0.8230991,Bajo
IZTAPALAPA,SANTA CRUZ VII (U HAB),0.77593963333,Muy Bajo
IZTAPALAPA,SANTA MARIA DEL MONTE,0.81204556,Bajo
IZTAPALAPA,SANTA MARIA TOMATLAN,0.81218661111,Bajo
IZTAPALAPA,SANTA MARIA TOMATLAN (AMPL),0.81470588235,Bajo
IZTAPALAPA,SANTA MARIA TOMATLAN (PBLO),0.79758463571,Bajo
IZTAPALAPA,SANTA MARTHA ACATITLA,0.78305466341,Bajo
IZTAPALAPA,SANTA MARTHA ACATITLA SUR (AMPL),0.78166496364,Bajo
IZTAPALAPA,SANTA MARTHA ACATITLA_(PBLO),0.77637757143,Muy Bajo
IZTAPALAPA,SANTIAGO ACAHUALTEPEC (PBLO),0.75650290385,Muy Bajo
IZTAPALAPA,SECTOR POPULAR,0.87609332593,Medio
IZTAPALAPA,SIDERAL,0.85120581111,Medio
IZTAPALAPA,SIERRA DEL VALLE,0.8052846,Bajo
IZTAPALAPA,SINATEL,0.93662030526, Muy Alto
IZTAPALAPA,SINATEL (AMPL),0.9512070037, Muy Alto
IZTAPALAPA,SOLIDARIDAD EL SALADO (U HAB),0.84647440515,Medio
IZTAPALAPA,STA ISABEL INDUSTRIAL,0.80804734286,Bajo
IZTAPALAPA,STA MA AZTAHUACAN (PBLO),0.78648784687,Bajo
IZTAPALAPA,TENORIOS,0.74889140133,Muy Bajo
IZTAPALAPA,TEXCOCO EL SALADO,0.790747625,Bajo
IZTAPALAPA,TLALTENCO (U HAB),0.85431424634,Medio
IZTAPALAPA,TLANEZICALLI (U HAB),0.85657863333,Medio
IZTAPALAPA,TULA (BARR),0.7290249,Muy Bajo
IZTAPALAPA,USCOVI (U HAB),0.82578128,Bajo
IZTAPALAPA,VALLE DE LUCES (U HAB),0.8352991175,Medio
IZTAPALAPA,VALLE DE LUCES I,0.83493491731,Medio
IZTAPALAPA,VALLE DE LUCES II,0.809530775,Bajo
IZTAPALAPA,VALLE DEL SUR,0.83668857941,Medio
IZTAPALAPA,VERACRUZANA (AMPL),0.84915461429,Medio
IZTAPALAPA,VICENTE GUERRERO SUPER MANZANA 1 (U HAB),0.87181824063,Medio
IZTAPALAPA,VICENTE GUERRERO SUPER MANZANA 2 (U HAB),0.874231432,Medio
IZTAPALAPA,VICENTE GUERRERO SUPER MANZANA 3 (U HAB),0.8696569913,Medio
IZTAPALAPA,VICENTE GUERRERO SUPER MANZANA 4 (U HAB),0.85177671,Medio
IZTAPALAPA,VICENTE GUERRERO SUPER MANZANA 5 (U HAB),0.87434981539,Medio
IZTAPALAPA,VICENTE GUERRERO SUPER MANZANA 6 (U HAB),0.8733702625,Medio
IZTAPALAPA,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),0.88235958696,Alto
IZTAPALAPA,XOPA (U HAB),0.86279291818,Medio
IZTAPALAPA,ZACAHUITZCO,0.88985124074,Alto
IZTAPALAPA,ZONA MILITAR FAVE SEDENA (U HAB),0.95997839231, Muy Alto
IZTAPALAPA,12 DE DICIEMBRE,0.80733348333,Bajo
IZTAPALAPA,1A AMPLIACION SANTIAGO ACAHUALTEPEC,0.77136467143,Muy Bajo
IZTAPALAPA,8A DE SAN MIGUEL (AMPL),0.8782101,Medio
IZTAPALAPA,9 1/2 - FRANCISCO VILLA (EJERCITO CONSTITUCIONALISTA) (CONJ HAB),0.70607724118,Muy Bajo
IZTAPALAPA,BUENAVISTA I,0.74237465179,Muy Bajo
IZTAPALAPA,BUENAVISTA II,0.71723907051,Muy Bajo
IZTAPALAPA,CERRO DE LA ESTRELLA I,0.83748828182,Medio
IZTAPALAPA,CERRO DE LA ESTRELLA II,0.88832727018,Alto
IZTAPALAPA,CHINAMPAC DE JUAREZ I,0.89403121111,Alto
IZTAPALAPA,CHINAMPAC DE JUAREZ II,0.78893611384,Bajo
IZTAPALAPA,CONSEJO AGRARISTA MEXICANO I,0.82250544188,Bajo
IZTAPALAPA,CONSEJO AGRARISTA MEXICANO II,0.83872756667,Medio
IZTAPALAPA,CONSTITUCION DE 1917 I,0.90669054909,Alto
IZTAPALAPA,CONSTITUCION DE 1917 II,0.89535347727,Alto
IZTAPALAPA,DESARROLLO URBANO QUETZALCOATL  I,0.78455967253,Bajo
IZTAPALAPA,DESARROLLO URBANO QUETZALCOATL  II,0.76395352778,Muy Bajo
IZTAPALAPA,DESARROLLO URBANO QUETZALCOATL  III,0.75275366688,Muy Bajo
IZTAPALAPA,EJERCITO DE ORIENTE (U HAB) I,0.81649385179,Bajo
IZTAPALAPA,EJERCITO DE ORIENTE (U HAB) II,0.82842597922,Bajo
IZTAPALAPA,ERMITA ZARAGOZA (U HAB) I,0.84865703696,Medio
IZTAPALAPA,ERMITA ZARAGOZA (U HAB) II,0.834371572,Medio
IZTAPALAPA,JOSE LOPEZ PORTILLO I,0.76992552264,Muy Bajo
IZTAPALAPA,JOSE LOPEZ PORTILLO II,0.7702297898,Muy Bajo
IZTAPALAPA,JUAN ESCUTIA I,0.8279148493,Bajo
IZTAPALAPA,JUAN ESCUTIA II,0.88971640345,Alto
IZTAPALAPA,LEYES DE REFORMA 3A SECCION I,0.79312851364,Bajo
IZTAPALAPA,LEYES DE REFORMA 3A SECCION II,0.77337219333,Muy Bajo
IZTAPALAPA,LOMAS DE LA ESTANCIA I,0.73712947714,Muy Bajo
IZTAPALAPA,LOMAS DE LA ESTANCIA II,0.71975598256,Muy Bajo
IZTAPALAPA,LOMAS DE SAN LORENZO I,0.78527229821,Bajo
IZTAPALAPA,LOMAS DE SAN LORENZO II,0.80760786389,Bajo
IZTAPALAPA,LOMAS ESTRELLA 2A SECC I,0.92051465944,Alto
IZTAPALAPA,LOMAS ESTRELLA 2A SECC II,0.93199914727,Alto
IZTAPALAPA,REFORMA POLITICA I,0.77953687742,Bajo
IZTAPALAPA,REFORMA POLITICA II,0.77959819667,Bajo
IZTAPALAPA,SAN JUAN XALPA I,0.866462578,Medio
IZTAPALAPA,SAN JUAN XALPA II,0.83528630303,Medio
IZTAPALAPA,SAN MIGUEL TEOTONGO I,0.75321637273,Muy Bajo
IZTAPALAPA,SAN MIGUEL TEOTONGO II,0.74669953008,Muy Bajo
IZTAPALAPA,SAN MIGUEL TEOTONGO III,0.72437437642,Muy Bajo
IZTAPALAPA,SAN MIGUEL TEOTONGO IV,0.73263320941,Muy Bajo
IZTAPALAPA,SANTA CRUZ MEYEHUALCO (U HAB) I,0.81792654455,Bajo
IZTAPALAPA,SANTA CRUZ MEYEHUALCO (U HAB) II,0.81084473919,Bajo
IZTAPALAPA,SANTA MARIA AZTAHUACAN (EJ) I,0.77802747714,Muy Bajo
IZTAPALAPA,SANTA MARIA AZTAHUACAN (EJ) II,0.7784694433,Bajo
IZTAPALAPA,STA MARTHA ACATITLA NTE (AMPL) I,0.78780752,Bajo
IZTAPALAPA,STA MARTHA ACATITLA NTE (AMPL) II,0.76994207593,Muy Bajo
IZTAPALAPA,TEPALCATES I,0.880406546,Medio
IZTAPALAPA,TEPALCATES II,0.86700923437,Medio
IZTAPALAPA,VALLE DE SAN LORENZO I,0.79998637971,Bajo
IZTAPALAPA,VALLE DE SAN LORENZO II,0.77804493265,Muy Bajo
IZTAPALAPA,XALPA I,0.74225859623,Muy Bajo
IZTAPALAPA,XALPA II,0.77172560517,Muy Bajo
IZTAPALAPA,XALPA III,0.78089674598,Bajo
IZTAPALAPA,2A AMPLIACION SANTIAGO ACAHUALTEPEC I,0.81741623809,Bajo
IZTAPALAPA,2A AMPLIACION SANTIAGO ACAHUALTEPEC II,0.77812612921,Bajo
IZTAPALAPA,JUAN ESCUTIA III,0.81252210658,Bajo
IZTAPALAPA,LAS PE├æAS II,0.81750837059,Bajo
IZTAPALAPA,ROTARIOS (U HAB),0.904645775,Alto
IZTAPALAPA,SANTA BARBARA (BARR) II,0.77175751539,Muy Bajo
IZTAPALAPA,SANTA MARIA AZTAHUACAN (U HAB),0.86309908571,Medio
IZTAPALAPA,TENORIOS (AMPL),0.73271092759,Muy Bajo
IZTAPALAPA,CAROLOS PACHECO (U HAB),0.9169658,Alto
IZTAPALAPA,CHINAMPAC DE JUAREZ III,0.81618968304,Bajo
IZTAPALAPA,PREDIO SANTA CRUZ MEYEHUALCO,0.74130207857,Muy Bajo
,,,
,,,
LA MAGDALENA CONTRERAS,ATACAXCO,0.79665961333,Bajo
LA MAGDALENA CONTRERAS,BARRANCA SECA,0.87905300714,Medio
LA MAGDALENA CONTRERAS,BARROS SIERRA,0.83012286364,Bajo
LA MAGDALENA CONTRERAS,CAZULCO (BARR),0.739813025,Muy Bajo
LA MAGDALENA CONTRERAS,CUAUHTEMOC,0.85116574483,Medio
LA MAGDALENA CONTRERAS,EL ERMITA├æO,0.78136004706,Bajo
LA MAGDALENA CONTRERAS,EL GAVILLERO,0.73656188333,Muy Bajo
LA MAGDALENA CONTRERAS,BATAN VIEJO (EL MAESTRO),0.9378441, Muy Alto
LA MAGDALENA CONTRERAS,EL OCOTAL,0.77229868387,Muy Bajo
LA MAGDALENA CONTRERAS,EL ROSAL,0.81976008611,Bajo
LA MAGDALENA CONTRERAS,EL TANQUE,0.81051125429,Bajo
LA MAGDALENA CONTRERAS,EL TORO,0.862341525,Medio
LA MAGDALENA CONTRERAS,HEROES DE PADIERNA,0.8856546,Alto
LA MAGDALENA CONTRERAS,HUAYATLA,0.82128326429,Bajo
LA MAGDALENA CONTRERAS,INDEPENDENCIA BATAN NORTE (U HAB),0.94858488148, Muy Alto
LA MAGDALENA CONTRERAS,INDEPENDENCIA BATAN SUR (U HAB),0.93121793513,Alto
LA MAGDALENA CONTRERAS,INDEPENDENCIA SAN RAMON (U HAB),0.95418702632, Muy Alto
LA MAGDALENA CONTRERAS,INFONAVIT (U HAB),0.91389278333,Alto
LA MAGDALENA CONTRERAS,IXTLAHUALTONGO,0.67877428,Muy Bajo
LA MAGDALENA CONTRERAS,LA CARBONERA,0.77255248974,Muy Bajo
LA MAGDALENA CONTRERAS,LA CONCEPCION,0.87622901818,Medio
LA MAGDALENA CONTRERAS,LA CRUZ,0.86235423636,Medio
LA MAGDALENA CONTRERAS,LA GUADALUPE,0.89478152941,Alto
LA MAGDALENA CONTRERAS,LA MAGDALENA ATLITIC (PBLO),0.86465521053,Medio
LA MAGDALENA CONTRERAS,LA MALINCHE,0.84692942182,Medio
LA MAGDALENA CONTRERAS,LAS CALLES (BARR),0.88769792,Alto
LA MAGDALENA CONTRERAS,LAS CRUCES,0.78421546818,Bajo
LA MAGDALENA CONTRERAS,LAS HUERTAS,0.83132585,Bajo
LA MAGDALENA CONTRERAS,LAS PALMAS,0.83695523158,Medio
LA MAGDALENA CONTRERAS,LOMAS DE SAN BERNABE,0.801760688,Bajo
LA MAGDALENA CONTRERAS,LOMAS DE SAN BERNABE (AMPL),0.78411006818,Bajo
LA MAGDALENA CONTRERAS,LOMAS QUEBRADAS,0.89643628846,Alto
LA MAGDALENA CONTRERAS,LOS PADRES,0.82031955,Bajo
LA MAGDALENA CONTRERAS,PEDREGAL 2 (CONJ HAB),0.96991308, Muy Alto
LA MAGDALENA CONTRERAS,PLAZUELA DEL PEDREGAL,0.868290575,Medio
LA MAGDALENA CONTRERAS,POTRERILLO,0.83049072692,Bajo
LA MAGDALENA CONTRERAS,POTRERILLO (AMPL),0.7954087625,Bajo
LA MAGDALENA CONTRERAS,PUEBLO NUEVO ALTO,0.82804829333,Bajo
LA MAGDALENA CONTRERAS,PUEBLO NUEVO BAJO,0.8809812,Medio
LA MAGDALENA CONTRERAS,PUENTE SIERRA,0.8342781,Medio
LA MAGDALENA CONTRERAS,SAN BARTOLO AMEYALCO,0.84950555652,Medio
LA MAGDALENA CONTRERAS,SAN BERNABE OCOTEPEC (PBLO),0.79503426739,Bajo
LA MAGDALENA CONTRERAS,SAN FRANCISCO,0.85486052857,Medio
LA MAGDALENA CONTRERAS,SAN FRANCISCO (BARR),0.90971126923,Alto
LA MAGDALENA CONTRERAS,SAN JERONIMO ACULCO - LIDICE (PBLO),0.91649143399,Alto
LA MAGDALENA CONTRERAS,SAN NICOLAS TOTOLAPAN,0.8735154875,Medio
LA MAGDALENA CONTRERAS,SAN NICOLAS TOTOLAPAN (PBLO),0.82739574894,Bajo
LA MAGDALENA CONTRERAS,SANTA TERESA,0.89579328636,Alto
LA MAGDALENA CONTRERAS,SUBESTACION,0.80181295455,Bajo
LA MAGDALENA CONTRERAS,TIERRA COLORADA,0.69673400571,Muy Bajo
LA MAGDALENA CONTRERAS,TIERRA UNIDA,0.75880755,Muy Bajo
LA MAGDALENA CONTRERAS,VISTA HERMOSA,0.78922824286,Bajo
MILPA ALTA,SAN AGUSTIN OHTENCO (PBLO),0.7806099,Bajo
MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),0.79665549876,Bajo
MILPA ALTA,SAN BARTOLOME XICOMULCO (PBLO),0.79925762353,Bajo
MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),0.75563691887,Muy Bajo
MILPA ALTA,SAN JERONIMO MIACATLAN (PBLO),0.75048807143,Muy Bajo
MILPA ALTA,SAN JUAN TEPENAHUAC (PBLO),0.775999335,Muy Bajo
MILPA ALTA,SAN LORENZO TLACOYUCAN (PBLO),0.72596532708,Muy Bajo
MILPA ALTA,SAN PABLO OZTOTEPEC (PBLO),0.77652675766,Muy Bajo
MILPA ALTA,SAN PEDRO ATOCPAN (PBLO),0.72956073475,Muy Bajo
MILPA ALTA,SAN SALVADOR CUAUHTENCO (PBLO),0.74913863978,Muy Bajo
MILPA ALTA,SANTA ANA TLACOTENCO (PBLO),0.78627855214,Bajo
MILPA ALTA,VILLA MILPA ALTA (PBLO),0.77065430225,Muy Bajo
ALVARO OBREGON,ABRAHAM GONZALEZ,0.77981945,Bajo
ALVARO OBREGON,ACUEDUCTO,0.82577603,Bajo
ALVARO OBREGON,ACUILOTLA,0.77737729474,Muy Bajo
ALVARO OBREGON,HACIENDA DE GUADALUPE CHIMALISTAC,0.93828367778, Muy Alto
ALVARO OBREGON,AGUILAS 3ER PARQUE,0.80453508667,Bajo
ALVARO OBREGON,AGUILAS PILARES,0.91565165,Alto
ALVARO OBREGON,ALCANTARILLA,0.9275631,Alto
ALVARO OBREGON,ALFALFAR,0.84927073,Medio
ALVARO OBREGON,ALFONSO XIII,0.89825635926,Alto
ALVARO OBREGON,ALPES,0.954855, Muy Alto
ALVARO OBREGON,ALPES (AMPL),0.9581202875, Muy Alto
ALVARO OBREGON,LA MEXICANA (AMPL),0.82947178571,Bajo
ALVARO OBREGON,JALALPA (AMPL),0.78915141111,Bajo
ALVARO OBREGON,ARBOLEDAS POLITOCO,0.77847006,Bajo
ALVARO OBREGON,ARCOS DE CENTENARIO,0.91720955,Alto
ALVARO OBREGON,ARTURO GAMIZ,0.81781593333,Bajo
ALVARO OBREGON,ARTURO MARTINEZ,0.77659991,Muy Bajo
ALVARO OBREGON,ARVIDE,0.76379314444,Muy Bajo
ALVARO OBREGON,ATLAMAXAC,0.80298495556,Bajo
ALVARO OBREGON,ATLAMAYA,0.96880165, Muy Alto
ALVARO OBREGON,AVE REAL,0.808355175,Bajo
ALVARO OBREGON,AVE REAL (AMPL),0.8845796,Alto
ALVARO OBREGON,AXOTLA,0.91636038,Alto
ALVARO OBREGON,BALCONES DE CEHUAYO,0.85053281818,Medio
ALVARO OBREGON,BARRIO NORTE,0.80646166,Bajo
ALVARO OBREGON,BATALLON DE SAN PATRICIO (U HAB),0.94535618636, Muy Alto
ALVARO OBREGON,BEJERO,0.83814236154,Medio
ALVARO OBREGON,BELEN DE LAS FLORES,0.84135467826,Medio
ALVARO OBREGON,BELEN DE LAS FLORES SECCION RELLENO,0.80418906667,Bajo
ALVARO OBREGON,BELLA VISTA,0.81677042222,Bajo
ALVARO OBREGON,BONANZA,0.82556391667,Bajo
ALVARO OBREGON,BOSQUES DE TARANGO,0.94823798627, Muy Alto
ALVARO OBREGON,CALZADA JALALPA,0.73258822791,Muy Bajo
ALVARO OBREGON,CAMPO DE TIRO LOS GAMITOS,0.8997,Alto
ALVARO OBREGON,CA├æADA DEL OLIVAR (U HAB),0.92986612727,Alto
ALVARO OBREGON,CANUTILLO(AGUASCALIENTES),0.78765313333,Bajo
ALVARO OBREGON,CANUTILLO 3RA SECCION,0.91181293077,Alto
ALVARO OBREGON,CANUTILLO PREDIO LA PRESA,0.88378183333,Alto
ALVARO OBREGON,CAROLA (U HAB),0.73629253333,Muy Bajo
ALVARO OBREGON,CEDRO CHICO,0.714545375,Muy Bajo
ALVARO OBREGON,CHIMALISTAC,0.94516638182, Muy Alto
ALVARO OBREGON,COLINAS DE TARANGO,0.97313798, Muy Alto
ALVARO OBREGON,COLINAS DEL SUR,0.94018695361, Muy Alto
ALVARO OBREGON,CONCIENCIA PROLETARIA,0.85111003333,Medio
ALVARO OBREGON,COOPERATIVA CEHUAYO,0.85369977143,Medio
ALVARO OBREGON,CORPUS CHRISTY,0.82902445517,Bajo
ALVARO OBREGON,CORPUS CURISTY AMPL XOCOMECATLA,0.89019922273,Alto
ALVARO OBREGON,COVE,0.9215940079,Alto
ALVARO OBREGON,CRISTO REY,0.84220015,Medio
ALVARO OBREGON,DE TARANGO (RCNDA),0.9738871, Muy Alto
ALVARO OBREGON,DESARROLLO URBANO,0.76273922222,Muy Bajo
ALVARO OBREGON,DOS RIOS,0.8010485,Bajo
ALVARO OBREGON,EL ARBOL,0.82251218571,Bajo
ALVARO OBREGON,EL BATAN,0.817239025,Bajo
ALVARO OBREGON,EL BOSQUE,0.82875558,Bajo
ALVARO OBREGON,EL BOSQUE 2DA SECCION (AMPL),0.81772455,Bajo
ALVARO OBREGON,EL BOSQUE SECCION TORRES,0.7887411,Bajo
ALVARO OBREGON,EL CAPULIN,0.82018901111,Bajo
ALVARO OBREGON,EL CAPULIN (AMPL),0.81457085,Bajo
ALVARO OBREGON,BOSCOSO (U HAB),0.96987571429, Muy Alto
ALVARO OBREGON,EL MIRADOR,0.758990725,Muy Bajo
ALVARO OBREGON,EL PARAISO,0.84619143913,Medio
ALVARO OBREGON,EL PIRU (FRACC),0.82322373333,Bajo
ALVARO OBREGON,EL PIRUL,0.84307269,Medio
ALVARO OBREGON,EL POCITO,0.7403002,Muy Bajo
ALVARO OBREGON,EL RODEO,0.674278175,Muy Bajo
ALVARO OBREGON,EL RUEDO,0.86280381667,Medio
ALVARO OBREGON,EMANCIPACION DEL PUEBLO (U HAB),0.87164192222,Medio
ALVARO OBREGON,ESTADO DE HIDALGO (AMPL),0.7986629,Bajo
ALVARO OBREGON,ESTADO DE HIDALGO,0.86393485833,Medio
ALVARO OBREGON,FLOR DE MARIA,0.9263724,Alto
ALVARO OBREGON,FLORIDA,0.95291456429, Muy Alto
ALVARO OBREGON,FRANCISCO VILLA,0.8101068,Bajo
ALVARO OBREGON,GALEANA,0.76512911429,Muy Bajo
ALVARO OBREGON,GARCIMARRERO,0.82688226,Bajo
ALVARO OBREGON,GARCIMARRERO NORTE,0.83215250333,Bajo
ALVARO OBREGON,GARCIMARRERO REACOMODO,0.75091906,Muy Bajo
ALVARO OBREGON,GOLONDRINAS,0.77927310968,Bajo
ALVARO OBREGON,GOLONDRINAS 1RA SECCION,0.75454835882,Muy Bajo
ALVARO OBREGON,GOLONDRINAS 2DA SECCION,0.76391864762,Muy Bajo
ALVARO OBREGON,GRAL A ROSALES,0.8405343,Medio
ALVARO OBREGON,GRAL C  A  MADRAZO,0.78492441818,Bajo
ALVARO OBREGON,GUADALUPE INN,0.95632295476, Muy Alto
ALVARO OBREGON,HERON PROAL,0.85876445789,Medio
ALVARO OBREGON,HOGAR Y REDENCION,0.82836773158,Bajo
ALVARO OBREGON,ISIDRO FABELA,0.8489212,Medio
ALVARO OBREGON,JALALPA,0.76166954444,Muy Bajo
ALVARO OBREGON,JALALPA EL GRANDE,0.78653844545,Bajo
ALVARO OBREGON,JALALPA TEPITO,0.7850828375,Bajo
ALVARO OBREGON,JARDINES DEL PEDREGAL,0.97116011031, Muy Alto
ALVARO OBREGON,JOSE MARIA PINO SUAREZ,0.79066289,Bajo
ALVARO OBREGON,JURISTAS,0.81644293333,Bajo
ALVARO OBREGON,LA ANGOSTURA,0.83661806,Medio
ALVARO OBREGON,LA ARA├æA,0.78970828182,Bajo
ALVARO OBREGON,LA CA├æADA,0.77683679655,Muy Bajo
ALVARO OBREGON,LA CASCADA,0.85446906071,Medio
ALVARO OBREGON,LA CEBADA (AMPL),0.82592977778,Bajo
ALVARO OBREGON,LA CONCHITA,0.83529287037,Medio
ALVARO OBREGON,LA HERRADURA,0.819261475,Bajo
ALVARO OBREGON,LA HUERTA,0.8176536,Bajo
ALVARO OBREGON,LA JOYA,0.778832125,Bajo
ALVARO OBREGON,LA LOMA,0.92168528696,Alto
ALVARO OBREGON,LA MARTINICA,0.871689264,Medio
ALVARO OBREGON,LA MEXICANA,0.80883873636,Bajo
ALVARO OBREGON,LA MILAGROSA,0.83327693333,Medio
ALVARO OBREGON,LA OTRA BANDA,0.92396085,Alto
ALVARO OBREGON,LA PALMITA,0.77897111,Bajo
ALVARO OBREGON,LA PERA XOCHINAHUAC (U HAB),0.89982535,Alto
ALVARO OBREGON,LA PRESA,0.78512286,Bajo
ALVARO OBREGON,LA PRESA SECCION HORNOS,0.70613587,Muy Bajo
ALVARO OBREGON,LADERA GRANDE O LA CEBADITA,0.83055502,Bajo
ALVARO OBREGON,LAS AGUILAS,0.91552092,Alto
ALVARO OBREGON,LAS AGUILAS (AMPL),0.847543295,Medio
ALVARO OBREGON,LAS AGUILAS SECC HORNOS,0.74053463571,Muy Bajo
ALVARO OBREGON,LAS CUEVITAS,0.9069641,Alto
ALVARO OBREGON,LAS PALMAS,0.85850252,Medio
ALVARO OBREGON,LIBERACION PROLETARIA,0.78107766842,Bajo
ALVARO OBREGON,LIBERALES DE 1857,0.8492105973,Medio
ALVARO OBREGON,LLANO REDONDO,0.89100938,Alto
ALVARO OBREGON,LOMAS DE AXOMIATLA,0.95562411875, Muy Alto
ALVARO OBREGON,LOMAS DE BECERRA,0.76915325114,Muy Bajo
ALVARO OBREGON,LOMAS DE BECERRA (U HAB),0.95364082571, Muy Alto
ALVARO OBREGON,LOMAS DE BECERRA ARVIDE (U HAB),0.8947868,Alto
ALVARO OBREGON,LOMAS DE CAPULA,0.83346907442,Medio
