precio,ubicacion,tamanio,metros_cuadrados,num_baños,num_estacionamientos,num_recamaras,antiguedad
11000," Felix Mendelsohn 5996,  La Estancia, Zapopan",6321,63,1,1,1,2
15000," Hacienda Escolástica ,  La Providencia, Azcapotzalco",17032,2,2,3,3,19
30000," Departamento en Renta Amueblado y Equipado col Del Valle,  Del Valle Centro, Benito Juárez",13032,130,2,2,2,3
68000," Eugenio Sue,  Polanco, Miguel Hidalgo",18021,2,1,2,2,1
17000," Efraín González Luna 1878,  Americana, Guadalajara",6111,61,1,1,1,1
34000," Paseo la Toscana 777,  Valle Real, Zapopan",15632,156,2,2,2,3
8500," URBAN CORRIDOR, Querétaro, México,  Terra Business Park, El Marqués",6921,2,1,2,2,
14000," Departamento en Renta en Valle Esmeralda,  Bosque Esmeralda, Atizapán de Zaragoza",7222,72,2,2,2,2
49000," Asuncion 1985,  Fraccionamiento Colomos Providencia, Guadalajara",16032,3,2,3,3,1
16000," Clemente orozco,  Fraccionamiento San Isidro, Saltillo",8021,80,1,1,1,2
8000," san pedro cholula,  Barrio Santiago Mixquitla, San Pedro Cholula",9022,2,2,2,2,3
25000," Prolongación Vasco de Quiroga número 4299,  Cuajimalpa, Cuajimalpa de Morelos",11522,2,2,2,2,7
60000," Goldsmith,  Polanco, Miguel Hidalgo",14822,2,2,2,2,2
28000," Blvd. Gransur 5600,  Pedregal de Carrasco, Coyoacán",10022,100,2,2,2,2
30000," Hacienda el Ciervo,  Hacienda de las Palmas, Huixquilucan",20332,203,3,2,2,3
25000," C. Ottawa ,  Providencia, Guadalajara",9022,90,2,2,2,2
19000000," privada del suspiro, Roma,  Bosque Real, Huixquilucan",40933,3,3,3,3,1
15000," Departamento Amueblado en Renta en Fracc. Arcángeles, Tampico Tamaulipas.,  Fraccionamiento Arcángeles, Tampico",10031,100,2,1,1,3
18500," Calle Santa Fe 110,  Juriquilla Santa Fe, Querétaro",12822,128,2,2,2,2
1750012," Av. Río Mixcoac 300,  Acacias, Benito Juárez",6011,60,1,1,1,1
42000," Hipódromo Condesa,  Hipódromo Condesa, Cuauhtémoc",11822,118,2,2,2,2
10500," Calz. Ignacio Zaragoza 838,  Ampliación Aviación Civil, Venustiano Carranza",6221,1,1,2,2,5
5300,"  Lomas de Valencia #12 - 301B esq. con LOMAS DE NAVARRA, Lomas de Coacalco 2a. Sección (Bosques), Coacalco de Berriozábal,  Lomas de Coacalco, Coacalco de Berriozábal",6531,1,1,3,3,6
7500000," avenida santa margarita 3600,  Valle Real, Zapopan",11322,2,2,2,2,2
15000," Virgilio Cardenas ,  Enrique Rangel, Santa Catarina",8021,80,1,1,1,2
39900," Coahuila,  Roma Norte, Cuauhtémoc",10611,1,1,1,1,1
45000," Av. Club de Golf 14  , Lomas Country Club , 52779 Huixquilucan, México, México,  Lomas Country Club, Huixquilucan",27343,273,4,3,3,4
11000," Los olivos 2,  Playa del Carmen, Solidaridad",7021,70,1,1,1,2
10000," Departamento en Renta en Col. Otomi, Tampico Tamaulipas.,  Otomi, Tampico",10831,108,2,1,1,3
69000," Lamartine 128,  Polanco, Miguel Hidalgo",25032,4,2,3,3,1
38000," Calle 61 num 142,  Montes de Ame, Mérida",20032,200,3,2,2,3
26000000," Mar Egeo 1467,  Country Club, Guadalajara",34534,345,3,4,4,3
60000," Séneca ,  Polanco, Miguel Hidalgo",18531,185,2,1,1,3
33000," hacienda de la cantera ,  Cumbres, Chihuahua",18532,185,3,2,2,3
38000," Av. Tecamachalco,  Reforma Social, Miguel Hidalgo",11012,110,1,2,2,1
6800," José María Arreola 5581,  Nueva Primavera, Zapopan",6521,65,1,1,1,2
45000," Hipolito Taine,  Polanco V Sección, Polanco",12421,2,1,2,2,
32000," Departamento en Renta EN Mérida EN Temozon Norte CON Amenidades !!,  Temozón Norte, Mérida",18922,189,2,2,2,2
29500," Bosque Real,  Bosque Real, Huixquilucan",15622,156,2,2,2,2
75000," Paseo de los Laureles ,  Bosques de las Lomas, Cuajimalpa de Morelos",31033,310,3,3,3,3
24000," Avenida Revolución 1030,  San José Insurgentes, Benito Juárez",7022,2,2,2,2,1
90000," Allure Puerto Cancun,  Punta Cancun, Benito Juárez",23732,3,2,3,3,1
65000," Mastil ,  Marina Vallarta, Puerto Vallarta",11631,2,1,3,3,23
37000," AV CLUB DE GOLF ,  Lomas Country Club, Huixquilucan",29033,290,3,3,3,3
32000000," Lord Byron,  Polanco, Miguel Hidalgo",30023,3,3,2,2,1
40000," Bosque Real Huixquilucan Edo. de México ,  Bosque Real, Huixquilucan",19632,196,4,2,2,3
18000," Melchor Ocampo,  Los Cristales, Guadalupe",6421,2,1,2,2,
10000," calzada real del santuario,  El Santuario, San Cristóbal de las Casas",9021,90,2,1,1,2
12999," 	Narvarte Poniente,  Narvarte Poniente, Benito Juárez",3711,37,1,1,1,1
12000," Hacienda de Zacatepec ,  Hacienda de Echegaray, Naucalpan de Juárez",10021,2,1,2,2,1
15900," PRIVADA LOMA LINDA 100,  Lomas del Tecnológico, San Luis Potosí",10221,2,1,2,2,3
55000," Bosque Real,  Bosque Real, Huixquilucan",27533,275,4,3,3,3
19500," Av. Ricardo Flores Magón 500,  Buenavista, Cuauhtémoc",6121,61,2,1,1,2
38000," centro,  Centro, Monterrey",8522,2,2,2,2,1
31500," Departamento en Renta Amueblado. en Be Grand Reforma,  Tabacalera, Cuauhtémoc",7811,78,2,1,1,1
4900," Departamento en Renta en Brisasvalle Verde, Temixco Morelos.,  Unidad habitacional Valle Verde, Temixco",6521,65,1,1,1,2
16000," PLUTARCO ELIAS CALLES,  Ermita, Benito Juárez",8021,80,2,1,1,2
14500," Lima,  Morales, San Luis Potosí",11031,110,3,1,1,3
7500000," Circuito Lomas de Gran Jardín ,  Gran Jardín, León",10711,107,1,1,1,1
44999," RIO ELBA ,  Cuauhtémoc, Cuauhtémoc",11012,110,2,2,2,1
15000," LAS AMÉRICAS TORRE BRASIL,  Camelinas, Morelia",17132,2,2,3,3,
190005," Saratoga 418,  Portales Norte, Benito Juárez",15021,1,1,2,2,8
16500," Cefiro,  Pedregal de Carrasco, Coyoacán",6721,67,2,1,1,2
17000," Abelardo Carrillo y Gariel #302,  Villa de Cortes, Benito Juárez",8832,88,2,2,2,3
4950000," Av. Del Parque ,  Nápoles, Benito Juárez",8622,86,2,2,2,2
25000," calle santa teresa 148,  Juriquilla Santa Fe, Querétaro",10022,100,2,2,2,2
35000," cervantes savedra,  Granada, Miguel Hidalgo",12522,125,2,2,2,2
22000," Puntalta,  Reserva Territorial Atlixcáyotl, San Andrés Cholula",14832,2,2,3,3,1
13700," BERNARDO REYES 1214, COL. INDUSTRIAL, MONTERREY, NUEVO LEON,  Industrial, Monterrey",5021,50,1,1,1,2
2650020," Puesta del sol 4150,  Lomas Altas, Zapopan",10522,2,2,2,2,6
64500," Arquímedes  13,  Polanco, Miguel Hidalgo",20032,3,2,3,3,8
9500," Calle Rep. de Uruguay  Col. Humaya,  Humaya, Culiacán",7021,70,1,1,1,2
32000," av lomas verdes,  Lomas Verdes, Naucalpan de Juárez",19032,190,2,2,2,3
50000," Alfonso reyes ,  Zona Valle Poniente, San Pedro Garza García",13733,2,3,3,3,1
28500," Avenida Popocateptl 415,  Santa Cruz Atoyac, Benito Juárez",8232,2,2,3,3,5
64000," Camino Remanso 80,  Lomas Country Club, Huixquilucan",48044,480,4,4,4,4
33000," Anillo Periferico 3580 San Jeronimo Aculco ,  Del Valle Centro, Benito Juárez",10022,100,2,2,2,2
330005," Lago Neuchatel,  Ampliación Granada, Miguel Hidalgo",7522,2,2,2,2,10
40000," Ejército Nacional 453, Granada,  Granada, Miguel Hidalgo",11512,115,2,2,2,1
80000," Paseo de las Palmas  ,  Lomas de Chapultepec, Miguel Hidalgo",32033,2,3,3,3,1
9000," Cerro del Laurel  ,  Fraccionamiento Lomas del Campestre, Aguascalientes",13021,1,1,2,2,15
21000," Dreams lagoon av la Rioja ,  Supermanzana 320, Cancún",10032,2,2,3,3,7
150006," Dr. Jiménez 145  , Doctores , 06720 Cuauhtémoc, Ciudad de México, México,  Doctores, Cuauhtémoc",6821,68,1,1,1,2
14500," Av,artega y Salazar 770,  Contadero, Cuajimalpa de Morelos",4111,41,1,1,1,1
26500," Avenida Revolucion 1336,  Revolución IMSS, Gustavo A. Madero",10522,105,2,2,2,2
750," LINDA VISTA 3615,  Linda Vista, Tijuana",12022,1,2,2,2,10
13500," cascada de misol.ha,  Fraccionamiento Real de Juriquilla, Querétaro",11512,115,2,2,2,1
60000," HOMERO,  Polanco, Miguel Hidalgo",29032,290,2,2,2,3
65000," Camino santa teresa 1064,  Jardines en la Montaña, Tlalpan",26534,3,4,3,3,1
34000," Rento Elegante Departamento Lomas Verdes, Naucalpan, Méx. 53120,  Lomas Verdes, Naucalpan de Juárez",17032,170,2,2,2,3
32800," Bosque Real Huixquilucan Edo. de México,  Bosque Real, Huixquilucan",15622,156,2,2,2,2
70000," Arquímides,  Polanco, Miguel Hidalgo",30033,3,3,3,3,1
30000," Los Soles 11,  Valle de San Agustin, San Pedro Garza García",18232,3,2,3,3,1
39000," LAGO ISEO , ANAHUAC, MIGUEL HIDALGO,  Anáhuac I Sección, Miguel Hidalgo",11532,115,2,2,2,3
15000," Jardines de Linda Vista,  Lindavista, Guadalupe",12021,120,2,1,1,2
35500," Ensenada 63,  Hipódromo Condesa, Cuauhtémoc",10421,104,2,1,1,2
62000," Carretera México-Toluca ,  Bosques de las Lomas, Cuajimalpa de Morelos",23733,4,3,3,3,1
44000," Departamento en Renta en Mérida, San Angelo 08, Montes de Amé,  Montes de Ame, Mérida",34733,347,3,3,3,3
7200000," Bosque Real, Huixquilucan, Estado de México,  Bosque Real, Huixquilucan",20932,209,3,2,2,3
56000," Heráclito,  Polanco, Miguel Hidalgo",25432,2,2,3,3,41
13000," Lua Departamentos,  Temozon Norte, Mérida",8121,81,2,1,1,2
20000," Avenida México 1490,  Fraccionamiento Villas Universidad, Puerto Vallarta",7521,2,1,2,2,10
14000," Ave Carlos Nader,  Supermanzana 3 Centro, Cancún",7021,70,1,1,1,2
38500," Avenida Río Churubusco, Coyoacán Nb, Xoco, Benito Juárez, Ciudad de México, 03330, MEX,  Xoco, Benito Juárez",8011,80,2,1,1,1
35000," Departamento en Renta Totalmente Amueblado y Equipado,  Polanco, Miguel Hidalgo",10021,100,2,1,1,2
9500," Av. Insurgentes Nte, 761, San Simón Tolnahuac, Cuauhtémoc,,  San Simón Tolnahuac, Cuauhtémoc",5821,58,2,1,1,2
24000," miguel laurent 211  , Del Valle Sur , 03104 Benito Juárez, Ciudad de México, México,  Del Valle Sur, Benito Juárez",13522,135,2,2,2,2
16500," periferico ,  Valle Real, Zapopan",6011,60,1,1,1,1
40000," PH EN Renta CON Roof Garden, Zona Residencial EN Cancun, SM. 12.,  Supermanzana 12, Cancún",24632,246,4,2,2,3
1650," Calle rampa, Aeropuerto -int  A, La Pechuga, ,  Centro Comercial Otay, Tijuana",6632,66,2,2,2,3
20000," TERRAQUIA 60,  Alfredo V Bonfil, Cancún",10122,101,2,2,2,2
8000," El Pueblito Av. Don Bosco,  El Pueblito, Corregidora",6321,63,1,1,1,2
41000," Paseo del río ,  Chimalistac, Alvaro Obregón",18422,184,2,2,2,2
12000," Xpuhil, Mz 15, Lt35 SM ,  Cancún, Benito Juárez",7621,1,1,2,2,1
14500," C. AGUSTIN LARA 2100,  Los Pinos, Zapopan",6011,60,1,1,1,1
32000," Cholula,  Condesa, Cuauhtémoc",10011,1,1,1,1,1
23500," Palma Criolla No 100 (SL),  Hacienda de las Palmas, Huixquilucan",15432,154,2,2,2,3
23900," Miguel Hidalgo y Costilla 330 Mirador ,  Mirador, Monterrey",7722,77,2,2,2,2
15000," Yucalpetén ,  Lomas de Padierna, Tlalpan",9021,90,2,1,1,2
27999," 	Portales ,  Portales Norte, Benito Juárez",8621,86,1,1,1,2
27000," Blvd. Adolfo Ruiz Cortinez 5550 - Torre Olivo,  Pedregal de Carrasco, Coyoacán",11322,3,2,2,2,4
36000," Sinaloa,  Roma Norte, Cuauhtémoc",12522,2,2,2,2,3
21000," MANUEL M  DIEGUEZ ,  Ayuntamiento, Guadalajara",6911,69,2,1,1,1
24500," Avenida Vallarta 7281, Torre Living Ouest,  Ciudad Granja, Zapopan",10832,2,2,3,3,1
10600," Carretera México-Toluca 5623,  Cuajimalpa, Cuajimalpa de Morelos",4011,40,1,1,1,1
27000," Queretaro 51,  Roma Norte, Cuauhtémoc",6811,68,1,1,1,1
7000000," AV EXTREMADURA,  Insurgentes Mixcoac, Benito Juárez",18022,2,2,2,2,1
8000," AMERICA LATINA  VIRREYES RESIDENCIAL,  Virreyes Residencial, Saltillo",4511,45,1,1,1,1
22000," Via Santa Fe,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",9022,2,2,2,2,10
8900," Salvador Lopez Chavez 1750,  La Aurora, Guadalajara",6221,62,1,1,1,2
5000," Tahmek 61,  Cuchilla de Padierna, Tlalpan",5011,50,1,1,1,1
20000," EUGENIA,  Vertiz Narvarte, Benito Juárez",9632,96,2,2,2,3
22000," Ceibas ,  El Recreo, Villahermosa",18032,180,3,2,2,3
37000," Av. Santa fe,  Santa Fe, Alvaro Obregón",12822,128,2,2,2,2
39500," Bosque Real Huixquilucan Edo. de México,  Bosque Real, Huixquilucan",19532,195,4,2,2,3
10750," Cda de Guillermo Prieto 34,  Cuajimalpa, Cuajimalpa de Morelos",6722,67,2,2,2,2
56000," Heraclio  331,  Polanco, Miguel Hidalgo",25432,254,2,2,2,3
24000," CHAPULTEPEC 480,  Americana, Guadalajara",10022,100,2,2,2,2
33000," Michoacan,  Hipódromo Condesa, Cuauhtémoc",10521,2,1,2,2,13
120000," PUERTO CANCUN ,  Zona Hotelera, Cancún",23922,3,2,2,2,1
45000," Fernando Alencastre 115,  Lomas - Virreyes, Miguel Hidalgo",20022,2,2,2,2,1
16000," FRANCISCO ESPEJEL  97  , Moctezuma 1a Sección , 15500 Venustiano Carranza, Ciudad de México, México,  Moctezuma, Venustiano Carranza",11031,110,2,1,1,3
35100," Manzans al 0,  Bosque Real, Huixquilucan",19532,195,3,2,2,3
27000," Avenida Jesús del Monte,  Jesús del Monte, Huixquilucan",17022,170,2,2,2,2
18000," Avenida la luna,  Cancún, Benito Juárez",11022,2,2,2,2,4
25000," Av. Santa Fe No. 482,  Cruz Manca, Cuajimalpa de Morelos",9012,1,2,1,1,8
58000," AV VASCO DE QUIROGA 3833,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",34933,3,3,3,3,1
55000," Jesus Reyes Ferreyra 103,  Zona Valle Oriente Sur, San Pedro Garza García",15532,2,2,3,3,1
12000," morelosa y pavon ,  Lomas del Huizachal, Naucalpan de Juárez",4511,45,1,1,1,1
33000," Rio Rhin,  Cuauhtémoc, Cuauhtémoc",10722,3,2,2,2,8
45000," San Alberto  ,  Zona Valle Poniente, San Pedro Garza García",15722,3,2,2,2,13
33000," Lago Neuchatel 45,  Ampliación Granada, Miguel Hidalgo",9822,98,2,2,2,2
26000," PROLONGACION JESUS ,  Fraccionamiento Jardín Real, Zapopan",11022,110,2,2,2,2
27000," SIERRA MINUIRA ,  Lomas de Chapultepec, Miguel Hidalgo",12022,120,2,2,2,2
75000," Ámsterdam ,  Hipódromo Condesa, Cuauhtémoc",18022,2,2,2,2,1
35000," Amores 001,  Del Valle Norte, Benito Juárez",15333,153,2,3,3,3
33000," Félix Parra ,  San José Insurgentes, Benito Juárez",13022,2,2,2,2,10
30000," Las Haciendas,  Las Haciendas, Alvaro Obregón",10022,1,2,2,2,1
18500," PROLOMGACION JESUS ,  Jardines del Valle, Zapopan",12032,120,2,2,2,3
25000," Vasco de Quiroga,  Santa Fe, Alvaro Obregón",11422,2,2,2,2,1
14000," Antonio Noemi 25,  Lomas de Memetla, Cuajimalpa de Morelos",5811,58,1,1,1,1
25000," Paseo de tamarindos,  Bosque de las Lomas, Miguel Hidalgo",12022,120,2,2,2,2
16000," Jorge Jiménez Cantú Cima Esmeralda ,  La Cima, Atizapán de Zaragoza",10032,100,2,2,2,3
45000," Puebla 214, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX,  Roma Norte, Cuauhtémoc",9022,90,2,2,2,2
57000," Av. Santa Fe ,  Santa Fe, Alvaro Obregón",15022,150,2,2,2,2
13000," Temozon Norte,  Temozón Norte, Mérida",8022,80,2,2,2,2
1450," sirak M. Baloyan,  Sonoita, Tijuana",9322,93,2,2,2,2
30000," Rio Rhin 59,  Cuauhtémoc, Cuauhtémoc",7021,2,1,2,2,2
32000," Bulv. Magnocentro 105,  Palmas Altas, Huixquilucan",16522,3,2,2,2,1
18500," Cima esmeralda,  Zona Esmeralda, Atizapán de Zaragoza",10022,2,2,2,2,10
16300000," Lomas Country Club,  Lomas Country Club, Huixquilucan",39733,3,3,3,3,1
26000," Lago Andrómaco 61, Ampliación Granada,  Ampliación Granada, Miguel Hidalgo",8022,80,2,2,2,2
11500," Zaragoza 83, Buenavista,  Buenavista, Cuauhtémoc",5021,50,1,1,1,2
9000," AV CASTELLOT,  Playa Norte, Carmen",9511,95,1,1,1,1
8500," prolongacion san lorenzo 118,  San Lorenzo, Cuautlancingo",7021,70,2,1,1,2
18000," Av Altos Juriquilla ,  Fraccionamiento Altos Juriquilla, Juriquilla",13232,3,2,3,3,1
42000," Renta de Departamento en Medellin, Roma Norte,  Roma Norte, Cuauhtémoc",9721,97,2,1,1,2
75000," Prolongaciòn Bosques de Reforma  1440 ,  Bosque de las Lomas, Miguel Hidalgo",42223,3,3,2,2,1
24000," Jose Alvarado ,  Jardín Español, Monterrey",12521,125,2,1,1,2
17000," Hidalgo 1933,  Arcos Vallarta, Guadalajara",7011,70,1,1,1,1
8500," SANTOS DEGOLLADO 637,  Alamitos, San Luis Potosí",9021,90,2,1,1,2
36000," Lago Alberto 300,  Anáhuac I Sección, Miguel Hidalgo",9722,2,2,2,2,5
26900," av. aviacion ,  San Juan de Ocotan, Zapopan",16322,2,2,2,2,
39500," Solón,  Polanco, Miguel Hidalgo",16031,3,1,3,3,16
7500," Gilberto Escobosa 34,  Bachoco, Hermosillo",6011,1,1,1,1,1
6000," Campos Elíseos 200,  Polanco, Miguel Hidalgo",25423,2,3,2,2,1
26000," El Tezal ,  El Tezal, Los Cabos",8922,2,2,2,2,10
8500," Calle 103 Poniente 1166,  Fraccionamiento Ex-Hacienda Mayorazgo, Puebla",7021,1,1,2,2,8
19500," OPUNTHIA ZIBATA,  Zibatá, El Marqués",20522,205,3,2,2,2
35000," José Barros Sierra 245,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",15532,155,2,2,2,3
27000," Arteaga y Salazar 1520, Contadero, 05500, Cuajimalpa de Morelos, México,  Contadero, Cuajimalpa de Morelos",20012,200,1,2,2,1
37000," Residencial aqua ,  Residencial Cumbres, Cancún",25732,257,4,2,2,3
25000," Av. Insurgentes Sur,  Tizapan, Alvaro Obregón",8411,84,1,1,1,1
15000," El condado,  El Condado, Corregidora",17832,2,2,3,3,1
9000," VALLE DE GUADIANA # 221,  Valle del Campestre, León",12531,2,1,3,3,17
16500," viliv,  Playa del Carmen, Solidaridad",12022,120,2,2,2,2
40000," amsterdam,  Hipódromo, Cuauhtémoc",13221,2,1,2,2,5
12499," JARDIN BALBUENA ,  Venustiano Carranza, Venustiano Carranza",7031,70,1,1,1,3
40000," Ejército nacional  453,  Anáhuac I Sección, Miguel Hidalgo",11512,115,2,2,2,1
6500," Departamentos en Renta en el Marqués Querétaro, Salida a la Cdmx Cerca del Conin GPS,  Parque Industrial Bernardo Quintana, El Marqués",4721,47,1,1,1,2
18000," Pitágoras ,  Del Valle Centro, Benito Juárez",9122,91,2,2,2,2
17000," SM ,  Cancún Centro, Cancún",12022,2,2,2,2,6
80000," Calle Arquímedes 100,  Polanco, Miguel Hidalgo",24033,240,3,3,3,3
16000," ISABEL LA CATOLICA 964,  Postal, Benito Juárez",3822,2,2,2,2,3
22000," General Jose Moran 110,  San Miguel Chapultepec, Miguel Hidalgo",9021,90,2,1,1,2
15000," avenida 135 ,  Villa Marino, Cancún",10922,109,2,2,2,2
32000," valle real,  Valle Real, Zapopan",15332,153,3,2,2,3
18000," Club de Golf La Ceiba,  Club de Golf La Ceiba, Mérida",12532,125,2,2,2,3
15500," Camino a las Minas No. 12, Palo Solo,  Palo Solo, Huixquilucan",12022,120,2,2,2,2
6000," Bulevar Puebla 228,  Bosques de San Sebastián, Puebla",5531,55,2,1,1,3
12000," Juarez,  Clavería, Azcapotzalco",4621,46,1,1,1,2
47000," Acueducto 360,  Puerta de Hierro, Zapopan",23033,230,2,3,3,3
3840000," paseo loma de queretaro,  Loma Dorada, Querétaro",10622,106,2,2,2,2
3350000," bahia de san hipolito 43,  Anáhuac I Sección, Miguel Hidalgo",7021,1,1,2,2,10
21000," LAGO ZURICH 243,  Ampliación Granada, Miguel Hidalgo",5711,57,1,1,1,1
6500000," Secretaria de Marina 516,  Lomas del Chamizal, Cuajimalpa de Morelos",17032,170,3,2,2,3
120000," Penthouse en Renta de Lujo Av. Ricardo Margain, San Pedro.,  Santa Engracia, San Pedro Garza García",45034,450,3,4,4,3
9000," jardines del norte,  Fraccionamiento Jardines Del Norte, Mérida",5011,1,1,1,1,
12500," Sittia, Colinas del Lago, Cuautitlán Izcalli,  Colinas del Lago, Cuautitlán Izcalli",7721,77,2,1,1,2
9000," hacienda campo alegre,  Santa Elena, San Mateo Atenco",9022,90,1,2,2,2
6200," BLVD CLÍO 1205,  Fraccionamiento Paseos del Country, León",7011,70,2,1,1,1
17000," LAGO CUITZEO,  Anáhuac I Sección, Miguel Hidalgo",9032,90,2,2,2,3
17800," Pedro Moreno 1140,  Americana, Guadalajara",8511,85,1,1,1,1
13000," Liverte,  Cancún, Quintana Roo",8221,82,2,1,1,2
10500," CIUDAD AURORA,  Ciudad Aurora, León",6611,66,1,1,1,1
29000," Blvd. Adolfo López Mateos 2305,  San Ángel, Alvaro Obregón",10522,2,2,2,2,2
16000," AV. CIRCUNVALACION JORGE ALVAREZ DEL CASTILLO ,  Fraccionamiento Chapultepec Country, Guadalajara",8322,83,1,2,2,2
4400000," Matias Romero -,  Del Valle Centro, Benito Juárez",12631,2,1,3,3,33
25000," Av. de las Torres 805,  San José del Olivar, Alvaro Obregón",13032,3,2,3,3,8
14500," Cañadas del Lago,  Cañadas del Arroyo, Corregidora",10722,107,2,2,2,2
65000," Zazil Ha,  Zazil Ha, Solidaridad",28031,280,4,1,1,3
42000," Avenida Santa Fe No. 546 Cruz Manca, Lomas de Santa Fe, 05349 Ciudad de México, CDMX,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",17532,175,3,2,2,3
17500," Residencial El Refugio ,  Residencial El Refugio, Querétaro",15332,3,2,3,3,3
11000," CUAUTLANCINGO,  San Juan Cuautlancingo Centro, Cuautlancingo",14432,144,3,2,2,3
26000," Privada de Veracruz, Cuajimalpa,  Jesús del Monte, Huixquilucan",27032,270,2,2,2,3
27250," Bosque Real Huixquilucan Edo. de México,  Bosque Real, Huixquilucan",11622,116,3,2,2,2
11500," Cerrada plan de San Luis 4,  La Purísima TicomAn, Gustavo A. Madero",7521,75,1,1,1,2
60000," Ámsterdam,  Hipódromo Condesa, Cuauhtémoc",20021,2,1,2,2,1
18000," Clouthier 526,  Lomas de Guadalupe, Zapopan",10522,2,2,2,2,
19000," Pino 662  , Arenal , 02980 Azcapotzalco, Ciudad de México, México,  Arenal, Azcapotzalco",7022,70,2,2,2,2
13000," calle 10,  Santa Rita Cholul, Mérida",7021,2,1,2,2,
29500," CALLE STA TERESA 148 SANTA FE JURIQUILLA ,  Juriquilla, Querétaro",11522,115,2,2,2,2
6900," José María Arreola 5581,  Nueva Primavera, Zapopan",7021,70,1,1,1,2
39500," Lago Zurich 245,  Ampliación Granada, Miguel Hidalgo",11522,2,2,2,2,12
60000," NUEVO LEON 18, CUAUHTÉMOC, CONDESA,  Condesa, Cuauhtémoc",12522,125,1,2,2,2
25000," Lago Alberto 320,  Granada, Miguel Hidalgo",5611,56,1,1,1,1
16600," Cam. del Rey 12, San José del Puente,  Puebla, Pue.,  Cipreses  Zavaleta, Puebla",9122,91,2,2,2,2
14200," Odesa,  Portales Sur, Benito Juárez",5521,1,1,2,2,20
45000," Fuente de Tritones  30,  Lomas de Tecamachalco, Naucalpan de Juárez",45033,450,4,3,3,3
18000," Prol.Paseo de la Reforma 413,Lomas de Santa Fe,  Lomas de Santa Fe, Alvaro Obregón",8211,82,1,1,1,1
18000," Av Revolución,  Guadalupe Inn, Alvaro Obregón",5011,50,1,1,1,1
28500," Av. Via Magna 6 Central Park Uptown,  Interlomas, Huixquilucan",12032,120,2,2,2,3
37000," Departamento en Renta. Roma Norte,  Roma Norte, Cuauhtémoc",17032,170,2,2,2,3
23000," Río Guadalquivir,  Cuauhtémoc, Cuauhtémoc",9021,90,2,1,1,2
28000,"  Avenida Popocatepetl ,  Portales Norte, Benito Juárez",8622,86,2,2,2,2
60000," av rio churubusco 601,  Xoco, Benito Juárez",19032,3,2,3,3,1
120007," 25,  Temozón Norte, Mérida",5211,52,1,1,1,1
10700," escollo 270,  3er Parque las Águilas, Alvaro Obregón",7321,73,2,1,1,2
25000," ALPES,  Lomas de Chapultepec, Miguel Hidalgo",8011,80,1,1,1,1
40000," Tuxpan,  Roma, Cuauhtémoc",13031,2,1,3,3,30
10500," Paseo del Quetzal ,  Lomas Verdes, Naucalpan de Juárez",7521,75,2,1,1,2
11800," PEDRO GUZMAN CAMPOS 17, LOMAS DE SAN LORENZO, ATIZAPAN DE ZARAGOZA, ESTADO DE MEXICO,  Lomas de San Lorenzo, Atizapán de Zaragoza",10022,100,2,2,2,2
22000," Av. Popocatépetl 488,  Xoco, Benito Juárez",9021,90,2,1,1,2
15900," Extremadura  5  , Insurgentes Mixcoac , 03920 Benito Juárez, Ciudad de México, México,  Insurgentes Mixcoac, Benito Juárez",7031,70,1,1,1,3
65000," Horacio esquina ferrocarril de Cuernavaca ,  Polanco, Miguel Hidalgo",14521,2,1,2,2,1
25500," Lago alberto 442,  Anáhuac II Sección, Miguel Hidalgo",5511,55,1,1,1,1
80000,"  Av Bernardo Quintana 57,  Santa Fe, Alvaro Obregón",33832,338,3,2,2,3
9500," TORRE BARCELONA,  Centro San Andrés Cholula, San Andrés Cholula",12021,1,1,2,2,4
46000," Praga, Juarez, Cuauhtémoc,  Cuauhtémoc, Cuauhtémoc",25021,250,2,1,1,2
23500," Av. Mexico 5000,  Juan Manuel Vallarta, Zapopan",8621,86,2,1,1,2
21000," RIO GUADALQUIVIR,  Cuauhtémoc, Cuauhtémoc",7521,75,2,1,1,2
6000," Rubén Darío,  Polanco, Miguel Hidalgo",55024,550,2,4,4,2
35000," Javier Barros Sierra 245,  Santa Fe, Alvaro Obregón",15532,155,2,2,2,3
13500," Carretera México Toluca 5095,  El Yaqui, Cuajimalpa de Morelos",4511,1,1,1,1,
16800," Cedros 1180,  Ciudad Granja, Zapopan",6211,1,1,1,1,
15500," Temozon Norte Mirari  en Renta,  Temozón Norte, Mérida",7921,79,2,1,1,2
32000," Tlaxcala,  Hipódromo, Cuauhtémoc",10111,1,1,1,1,12
5300000," Calle Morelos ,  Acapatzingo, Cuernavaca",15032,3,2,3,3,
100000," Departamento en Renta en Arboleda,  Valle del Campestre, San Pedro Garza García",15222,152,2,2,2,2
19600," Ejercito Nacional 223 Anzures,  Anzures, Miguel Hidalgo",8511,85,1,1,1,1
9000," Boulevard A. López Mateos SN-S RESTAURANT CASA DEL SOL,  Loma Del Gallo, Ciudad Madero",9021,90,1,1,1,2
16000," LEONARDO DA VINCI 216,  Mixcoac, Benito Juárez",6722,67,2,2,2,2
