precio,ubicacion,tamanio,metros_cuadrados,num_baños,num_estacionamientos,num_recamaras,antiguedad
29000," Juriquilla Santa Fe,  Juriquilla, Querétaro",10032,100,2,2,2,3
20000," Departamento EN Renta EN Nuevo SUR Monterrey,  Ladrillera, Monterrey",5011,50,1,1,1,1
5769139," Carretera Mexico-Toluca 5228,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",7011,70,1,1,1,1
24500," INSURGENTES SUR 2239,  Loreto, Alvaro Obregón",7522,75,2,2,2,2
19500," circuito jade Esmeralda,  Puerta tres Marías Sur, Morelia",14632,3,2,3,3,1
22000," Adolfo López Mateos 2001,  Los Alpes, Alvaro Obregón",9832,98,3,2,2,3
24000," Sierra Gorda 37,  Lomas de Chapultepec, Miguel Hidalgo",13022,130,2,2,2,2
22500," Avenida Acueducto 2380,  Colinas de San Javier, Zapopan",9921,99,2,1,1,2
26000," CALLE 23 SAN RAMON NORTE ,  San Ramon Norte, Mérida",10422,2,2,2,2,2
27000," Av. Paseo la toscana 122 cima park ,  Valle Real, Zapopan",11422,3,2,2,2,4
18000," PORTALES ,  Portales Norte, Benito Juárez",9032,2,2,3,3,10
135000," Campos Eliseos 118,  Polanco V Sección, Polanco",29032,3,2,3,3,1
35000," arquimedes 146,  Polanco III Sección, Polanco",15022,150,2,2,2,2
61000," Av. Bernardo Quintana 49,  Santa Fe La Loma, Alvaro Obregón",17532,175,3,2,2,3
17500," Av Huayacan,  Supermanzana 312, Cancún",11922,2,2,2,2,
24000," Corina 111,  Del Carmen, Coyoacán",12031,120,2,1,1,3
38000," Carretera Mexico Toluca ,  Cooperativa Palo Alto, Cuajimalpa de Morelos",13833,3,3,3,3,1
3800000," San Mateo Tecoloapan,  San Mateo Tecoloapan, Atizapán de Zaragoza",11032,110,2,2,2,3
18500," La Joya,  Delicias, Cuernavaca",15022,150,3,2,2,2
48400," Calzada de las Águilas 420,  Los Alpes, Alvaro Obregón",18733,3,3,3,3,
17000," AVENIDA RIO MIXCOAC  INSURGENTES MIXCOAC ,  Insurgentes Mixcoac, Benito Juárez",6912,69,1,2,2,1
4200016," Lago Zurich ,  Ampliación Granada, Miguel Hidalgo",13923,139,2,3,3,2
50000," cto providencia,  La Providencia, Metepec",37544,375,5,4,4,4
24000," LOMAS DEL CAMPESTRE, LEON,  Lomas del Campestre, León",9221,92,2,1,1,2
37000," Retorno de Julieta 11-,  Lomas de Bezares, Miguel Hidalgo",25633,256,3,3,3,3
18000," AV. CUITLAHUAC 3405,  Nueva Santa Maria, Azcapotzalco",9531,95,2,1,1,3
32000," vaco de quiroga ,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",14322,2,2,2,2,1
55000," PRIVADA DEL JARDIN 43, BOSQUE REAL,  Bosque Real, Huixquilucan",27732,3,2,3,3,1
55000," Departamento en Renta en Dinastía,  Dinastía , Monterrey",25023,250,3,3,3,2
25000," La Rioja #2889 93,  Providencia, Guadalajara",11122,111,2,2,2,2
15500," Av. Zircon  Fracc. Bonanza,  Zona comercial Desarrollo Urbano 3 Ríos, Culiacán",10921,109,2,1,1,2
43000," Tomas Moro 20,  Paseo de las Lomas, Alvaro Obregón",24032,4,2,3,3,2
5000000," INTERLOMAS,  Interlomas, Huixquilucan",19832,198,2,2,2,3
24600," 	Ciudad de Los Deportes ,  Ciudad de los Deportes, Benito Juárez",8721,87,2,1,1,2
17000," ZIBATA,  Zibatá, El Marqués",11522,115,2,2,2,2
16500," Calle grandados 14,  Cuajimalpa, Cuajimalpa de Morelos",7021,70,2,1,1,2
120000," LAFONTAINE,  Polanco III Sección, Polanco",32023,320,2,3,3,2
60000," Av. Bernardo Quintana,  Santa Fe La Loma, Alvaro Obregón",25533,255,3,3,3,3
15000," Departamento en Renta en Mérida, Morante, Montes de Amé,  Montes de Ame, Mérida",9222,92,2,2,2,2
48000," Parque DE Cadiz,  Parques de la Herradura, Huixquilucan",46043,460,4,3,3,4
33000," Calz. Gral. Mariano Escobedo 300,  Anáhuac I Sección, Miguel Hidalgo",7511,75,1,1,1,1
12000," Calle Alai , Cordilleras,  Chihuahua, Chih.,  Cordilleras , Chihuahua",7021,70,1,1,1,2
28000," San Ramon Norte,  San Ramon Norte, Mérida",11022,110,1,2,2,2
19500," Departamento en Renta en Merida con Alberca  Área Grill y Amenidades !!,  Temozón Norte, Mérida",11922,119,2,2,2,2
25000," Departamento en Renta  en Toscana Lomas de Angelopolis Puebla,  Lomas de Angelópolis, San Andrés Cholula",16032,160,2,2,2,3
26000," PERIFERICO 1066sw,  Puerta de Hierro, Zapopan",11532,2,2,3,3,
16000," Av. Vasco de Quiroga 1329,  Santa Fe, Alvaro Obregón",9732,97,3,2,2,3
20000," calle José Guadalupe Zuno Hernández 2315,  Lafayette, Guadalajara",9511,95,1,1,1,1
35000," Av Popocatepetl ,  Santa Cruz Atoyac, Benito Juárez",11532,2,2,3,3,1
43000," LAGO ISEO,  Anáhuac I Sección, Miguel Hidalgo",12032,120,2,2,2,3
17500," AV. HUAYACAN,  Alamos , Cancún",11932,2,2,3,3,8
9000," Calle Baja California ,  Constitución, Playas de Rosarito",7021,1,1,2,2,1
18000," PROL. PASEO DE LA REFORMA 413,  Lomas de Santa Fe, Alvaro Obregón",7011,70,1,1,1,1
26500," lago alberto 300,  Ampliación Granada, Miguel Hidalgo",6011,60,1,1,1,1
68500," Av. Horacio 1716,  Polanco I Sección, Polanco",17832,178,3,2,2,3
25000000," Tres Picos,  Polanco, Miguel Hidalgo",24232,3,2,3,3,8
15000," VILLAS DEL CAMPESTRE,  Campestre, Aguascalientes",22532,3,2,3,3,1
11500," RIO SAN JOAQUIN,  Lomas de Sotelo, Miguel Hidalgo",5121,1,1,2,2,5
21000," Departamento en Renta en Circuito Novelistas $21,000,  Ciudad Satélite, Naucalpan de Juárez",15521,155,2,1,1,2
39000," Av. Paseo La Toscana 122, Valle Real, 45019 Zapopan, Jal.,  Valle Real, Zapopan",1930032,3,2,3,3,1
27000," ejercito nacional 453 ,  Granada, Miguel Hidalgo",6411,64,1,1,1,1
16900," Departamento en Renta EN Merida EN Temozón Norte DE Lujo CON Amenidades !!,  Temozón Norte, Mérida",12022,120,2,2,2,2
16900," av Palo Solo 132 ,  Palo Solo, Huixquilucan",10421,104,2,1,1,2
55000," LAGO ZURICH ,  Ampliación Granada, Miguel Hidalgo",9032,2,2,3,3,12
30500," Departamento en Renta en Ampliación Granada,  Ampliación Granada, Miguel Hidalgo",7022,70,2,2,2,2
10500," Unidad Residencial Lincoln,  Unidad Residencial Lincoln, Monterrey",7721,1,1,2,2,5
85000," Sierra Chalchihui, Lomas de Chapultepec,  Lomas de Chapultepec, Miguel Hidalgo",32333,323,3,3,3,3
18200," zempoala 9,  Vertiz Narvarte, Benito Juárez",7921,2,1,2,2,12
32000,"  Lago Alberto ,  Anáhuac II Sección, Miguel Hidalgo",7522,2,2,2,2,8
28700," Petén,  Piedad Narvarte, Benito Juárez",300021,3000,1,1,1,2
21000," La Morena 862,  Narvarte Poniente, Benito Juárez",9422,94,2,2,2,2
25500," Etherea,  San Jerónimo, Monterrey",10032,100,2,2,2,3
32000," Edgar Allan Poe ,  Polanco, Miguel Hidalgo",7021,70,2,1,1,2
26000," Nueva York 290,  Nápoles, Benito Juárez",6411,64,1,1,1,1
27500," Blvd. Antonio L. Rodríguez 1888, Santa María, ,  Santa María, Monterrey",8622,2,2,2,2,7
27000," Sierra Minuira 26,  Reforma Social, Miguel Hidalgo",12022,120,2,2,2,2
7300000," JAVIER BARROS SIERRA 245  SANTA FE ZEDEC,  Santa Fe, Alvaro Obregón",14532,145,2,2,2,3
1495000," Sierra Gorda,  Lomas de Chapultepec, Miguel Hidalgo",35234,3,4,3,3,1
17500," Prol.P de la Reforma 413, lomas de Santa Fe,  Lomas de Santa Fe, Alvaro Obregón",8211,82,1,1,1,1
19500," Del Rosal 105, los reyes ,  Pueblo de los Reyes, Coyoacán",9032,90,2,2,2,3
70000," Boulevard Bosque Real ,  Bosque Real, Huixquilucan",40023,2,3,2,2,1
28000," Av. Tecamachalco,  Reforma Social, Miguel Hidalgo",10011,100,2,1,1,1
17500," Pacifico 195,  Pueblo de los Reyes, Coyoacán",10032,3,2,3,3,30
22500," JESUS DEL MONTE 41 ,  Hacienda de las Palmas, Huixquilucan",7211,72,1,1,1,1
28000," LIBRA 481,  Lomas Altas, Zapopan",11732,117,2,2,2,3
35000," Av Vallarta 2468,  Americana, Guadalajara",13022,130,2,2,2,2
18000," RESIDENCIAL ASTORIA, AV HUAYACAN ,  Astoria, Cancún",9022,2,2,2,2,
120000," Av. Paseo de la Reforma,  Cuauhtémoc, Cuauhtémoc",45934,4,4,3,3,1
75000," Eugenio Sue ,  Polanco, Miguel Hidalgo",23032,230,3,2,2,3
70000," Departamento DE Lujo EN SAN Pedro,  Del Valle, San Pedro Garza García",24832,248,4,2,2,3
28700," Petén,  Piedad Narvarte, Benito Juárez",300021,3000,1,1,1,2
10500," Departamento en Renta EN Mérida Para Estudiantes EN Privada !!,  Temozón Norte, Mérida",4011,40,1,1,1,1
6500," Travertino al 1200,  Ampliación Jesús María, El Marqués",6221,62,1,1,1,2
55000," Calle Bella Vista,  Altamira, Zapopan",35023,3,3,2,2,1
25000," Avenida Colonia del Valle 523,  Del Valle Centro, Benito Juárez",11031,110,2,1,1,3
8900," El Campanario #7,  El Campanario, Zapopan",7011,70,1,1,1,1
37000," Avenida Sonora #180,  Hipódromo, Cuauhtémoc",10021,2,1,2,2,1
13500," Natuur Towers,  Residencial El Refugio, Querétaro",7521,75,2,1,1,2
9500," Circuito Universidades,  Zákia, El Marqués",6921,2,1,2,2,
6250000," Av. Prolongación Reforma 489,  Lomas de Santa Fe, Alvaro Obregón",10022,100,3,2,2,2
69003," Augusta Boulevard Bosque Real estado de México ,  Bosque Real, Huixquilucan",33832,3,2,3,3,1
53000," Ámsterdam, Condesa,  Condesa, Cuauhtémoc",12022,120,2,2,2,2
28000," Fraccionamiento Capilla de Piedra,  Zona Centro, San Miguel de Allende",18021,2,1,2,2,1
24000," Pilares 326,  Del Valle Centro, Benito Juárez",9422,94,2,2,2,2
67000," Departamento en Renta, Horacio, Polanco.,  Polanco, Miguel Hidalgo",17022,170,2,2,2,2
24500," Lafragua  13,  Tabacalera, Cuauhtémoc",6511,1,1,1,1,
20000," Naciones Unidas ,  Jardines Universidad, Zapopan",6021,2,1,2,2,
30000," lago bañen 3,  Bosque Esmeralda, Atizapán de Zaragoza",16032,4,2,3,3,1
14000," RESIDENCIAL IZAMAL ,  Cancún, Benito Juárez",9032,2,2,3,3,
28000," Zapopan,  Lagos Del Country , Zapopan",19832,198,4,2,2,3
17000," YUCALPETEN,  Nueva Yucalpeten, Progreso",12024,2,4,2,2,
27000," Félix Parra,  San José Insurgentes, Benito Juárez",13512,1,2,1,1,1
19900," Av. Santa Fe 498,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",5011,50,1,1,1,1
36000," Lago Nauchatel,  Polanco, Miguel Hidalgo",11232,112,2,2,2,3
200000," Plinio ,  Polanco, Miguel Hidalgo",25032,3,2,3,3,1
6500000," insurgentes sur 2239,  Loreto, Alvaro Obregón",8632,2,2,3,3,5
28800," Av. San Luis Gonzaga 4956,  Fraccionamiento Jardines de Guadalupe, Zapopan",14232,142,3,2,2,3
13100," Poniente 122,  Santa Cruz de las Salinas, Azcapotzalco",5821,58,2,1,1,2
100000," Edgar Allan Poe ,  Polanco, Miguel Hidalgo",24433,3,3,3,3,1
56000," Heráclito,  Polanco, Miguel Hidalgo",24432,244,2,2,2,3
7300," Vista del Mar 420,  Tlaquepaque, San Pedro Tlaquepaque",7021,1,1,2,2,1
35000," Puerto Cancún ,  Zona Hotelera, Cancún",7511,75,2,1,1,1
19500," Ave. 35 y Calle 2 Norte Bis ,  Playa del Carmen Centro, Playa del Carmen",6211,1,1,1,1,13
7500," Calle Bruma, número 500, interior 22, condominio Almeisa, fraccionamiento Real Solare, municipio de El Marqués, estado de Querétaro, Código Postal 76240,  Real Solare, El Marqués",6021,60,1,1,1,2
167000," Av. de los Poetas 100,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",47044,4,4,4,4,1
27000," Anillo Periférico 3600,  San Jerónimo Aculco, Alvaro Obregón",7522,75,2,2,2,2
23000," Washington 423,  Centro, Monterrey",7621,2,1,2,2,
6500000," carretera cancun tulum km 300,  Jardines de Ciudad Mayakoba, Solidaridad",21532,2,2,3,3,
10800," Zaniah II Avenida Paseo de Zakia  ,  Zákia, El Marqués",7921,79,2,1,1,2
9000," LOMAS,  Lomas de Chapultepec, Miguel Hidalgo",52033,4,3,3,3,1
16500," Av, Arteaga y Salazar 770,  Contadero, Cuajimalpa de Morelos",6811,68,1,1,1,1
14000," Av. Guadalupe 4532,  Fraccionamiento Jardines de Guadalupe, Zapopan",8821,88,2,1,1,2
48000," av santa fe ,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",19033,3,3,3,3,1
58000," Arquimides,  Polanco, Miguel Hidalgo",15522,2,2,2,2,9
24000," Residencial Palmaris SM, C. Palma Real 310, 77560 Cancún, Quintana Roo,  Cancún, Benito Juárez",17422,174,2,2,2,2
7150000," Av Carlos Lazo # ,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",13922,2,2,2,2,1
16500," Granados 14 Cuajimalpa,  Cuajimalpa, Cuajimalpa de Morelos",7021,70,2,1,1,2
95000," AV EMPRESARIOS ,  Puerta de Hierro, Zapopan",35033,4,3,3,3,1
26000," León Tolstoi 5203,  Vallarta Universidad, Zapopan",23632,4,2,3,3,1
45400," Blvrd Bosque Real,  Bosque Real, Huixquilucan",21432,214,3,2,2,3
48000," Carretera México Toluca 1535,  Cooperativa Palo Alto, Cuajimalpa de Morelos",20533,3,3,3,3,1
24500," Depa EN Renta Frente A Arena Fundidora (centro),  Acero, Monterrey",7722,77,2,2,2,2
100000," Ciceron ,  Polanco, Miguel Hidalgo",23032,3,2,3,3,5
35000," José Barros Sierra 245,  Santa Fe La Loma, Alvaro Obregón",15532,155,2,2,2,3
23500," Lago filt 7 ,  Granada, Miguel Hidalgo",6111,61,1,1,1,1
37000," Avenida Carlos Fernández Graef 300,  Contadero, Cuajimalpa de Morelos",13432,134,2,2,2,3
47000," Av. Cobalto 90, Los Framboyanes, Tlalpan, 14150 Ciudad de México, Cdmx,  Lomas del Pedregal Framboyanes, Tlalpan",18023,180,3,3,3,2
58000," TORRE VIVE FUENTES,  Fuentes del Valle, San Pedro Garza García",19022,3,2,2,2,1
11100," TINUM ,  Pedregal de San Nicolás, Tlalpan",9031,2,1,3,3,4
15900," Departamento en Renta EN EL Norte DE Mérida EN Temozon Norte EN Privada !!,  Temozón Norte, Mérida",6821,68,2,1,1,2
30000," blvd. adolfo lopez mateos ,  Los Alpes, Alvaro Obregón",11522,2,2,2,2,
110000," sierra chalchihui ,  Lomas de Chapultepec, Miguel Hidalgo",39032,3,2,3,3,2
16000,"  PASEO PITAHAYAS ,  Zibatá, El Marqués",7522,75,2,2,2,2
15000," Cholul,  Cholul, Mérida",18021,180,2,1,1,2
25000," boulevard adolfo lopez mateos 2008,  Los Alpes, Alvaro Obregón",8022,80,2,2,2,2
60000," Av carlos lazo 89,  Santa Fe, Alvaro Obregón",30234,302,4,4,4,3
11000," Av del sol,  Cancún, Benito Juárez",8521,85,1,1,1,2
17000," Adriático 58,  Lomas de Angelópolis, San Andrés Cholula",18632,186,2,2,2,3
11000," Garza sada ,  Lomas del Tecnológico, San Luis Potosí",9012,90,1,2,2,1
29000," Juriquilla Santa Fe,  Juriquilla, Querétaro",10132,101,2,2,2,3
8000," Departamento en Renta  Colinas de San Jose, Tlalnepantla,  Colinas de San José, Tlalnepantla de Baz",7921,79,1,1,1,2
11000," Ángel Zimbrón,  Nextengo, Azcapotzalco",7121,71,1,1,1,2
25000," ernesto elorduy 105 ,  Guadalupe Inn, Alvaro Obregón",6421,2,1,2,2,6
20000," ANILLO VIAL FRAY JUNIPERO SERRA ,  Residencial El Refugio, Querétaro",12022,2,2,2,2,1
55000," Cda De Ferrocarril De Cuernavaca 779,  Ampliación Granada, Miguel Hidalgo",13522,135,2,2,2,2
38000," Fuente de la huerta 24,  Lomas de Tecamachalco, Naucalpan de Juárez",250312,1,12,3,3,1
18000," LONG ISLAND,  Cancún Centro, Cancún",10032,2,2,3,3,6
43000," Carretera México-Toluca,  Lomas de Bezares, Miguel Hidalgo",16532,2,2,3,3,1
21000," Mar Egeo,  Country Club, Guadalajara",9422,2,2,2,2,25
42000," CUERNAVACA 100,  Condesa, Cuauhtémoc",11021,110,2,1,1,2
6800," Calle Parras ,  Fraccionamiento Parras, Aguascalientes",7021,70,1,1,1,2
43000," González De Cossío,  Del Valle Centro, Benito Juárez",17832,178,2,2,2,3
15000," Parque san Antonio ,  Carola, Alvaro Obregón",5821,58,1,1,1,2
14300," Arbolada del Pedregal,  Alborada, Atizapán de Zaragoza",10032,100,2,2,2,3
12000," LAGO ESMERALDA,  Residencial Lago Esmeralda, Atizapán de Zaragoza",5221,1,1,2,2,
41000," Ejército Nacional 453 Latitud Polanco,  Polanco, Miguel Hidalgo",11532,115,2,2,2,3
37000," Aqua Residencial Av Huayacan,  Cancún, Benito Juárez",24032,1,2,3,3,1
3985000," Puente del palomar ,  El Campanario, Zapopan",9532,95,2,2,2,3
29000," Juriquilla,  Juriquilla, Querétaro",10032,100,2,2,2,3
26000," Jardin,  Villa Olímpica, Saltillo",6522,65,2,2,2,2
25000," Av. Revolución 1030,  San José Insurgentes, Benito Juárez",7022,2,2,2,2,1
14500," boulevard esmeralda,  El Pueblito, Corregidora",12232,122,3,2,2,3
21000," Blvd Europa  15,  Lomas de Angelópolis, San Andrés Cholula",11432,2,2,3,3,4
900," aurora,  Playas de Tijuana, Tijuana",8021,1,1,2,2,5
2450000," sauce, jardin dorado,  Jardín Dorado, Tijuana",7622,1,2,2,2,
22800," Cordoba 229,  Roma Norte, Cuauhtémoc",6211,62,1,1,1,1
6700000," Periférico Sur 411,  Fuentes del Pedregal, Tlalpan",13232,132,2,2,2,3
13500," PARQUE NORTE,  Fraccionamiento Costa Azul, Acapulco de Juárez",10831,2,1,3,3,1
30000," Hacienda del Ciervo,  Interlomas, Huixquilucan",20332,2,2,3,3,1
10000," Villas Tec,  Buenos Aires, Monterrey",15042,4,2,4,4,15
16500," la reserva hai ,  Zibatá, El Marqués",12832,128,2,2,2,3
8600," Renta 3 Recamaras, 2 Baños, 2 Autos, Colinas de San Jose, a 6 km de Lindavista,  Colinas de San José, Tlalnepantla de Baz",8232,82,2,2,2,3
55000," lago zurich ,  Granada, Miguel Hidalgo",8422,2,2,2,2,1
12500," Carr.México-Toluca 5623, Cuajimalpa,  Cuajimalpa, Cuajimalpa de Morelos",5811,58,1,1,1,1
37500," Patricio Sanz 222 bis,  Del Valle Norte, Benito Juárez",23041,230,4,1,1,4
31000," Avenida Tamaulipas,  Condesa, Cuauhtémoc",19031,190,2,1,1,3
17900," Venta del refugio 315 alterra towers,  Residencial El Refugio, Querétaro",12532,125,2,2,2,3
22000," Miguel Laurent numero 60,  Del Valle Sur, Benito Juárez",8021,2,1,2,2,3
19800," Tintoreto 18, Santa María Nonoalco,  Santa María Nonoalco, Benito Juárez",12032,120,2,2,2,3
26000," PERIFERICO 1066,  Valle Real, Zapopan",11532,2,2,3,3,
22000," Av Hidalgo,  Ladrón de Guevara, Guadalajara",7011,70,1,1,1,1
30000," ARQUITECTURA,  Lomas AnAhuac, Huixquilucan",22033,220,2,3,3,3
16000," Departamento en Renta en Mérida, Vía Montejo, Ampliación Revolución (208),  Mérida, Yucatán",6611,66,1,1,1,1
16600," Gral Aureliano Rivera 70, Tizapán San Ángel, Progreso Tizapán, Álvaro Obregón, 01090 Ciudad de México, Cdmx,  Progreso Tizapán, Alvaro Obregón",6412,64,1,2,2,1
16300," Terrazas Zero,  Fraccionamiento Tres Marías, Morelia",9622,96,2,2,2,2
12500," Carr. México-Toluca 5623,  Cuajimalpa, Cuajimalpa de Morelos",5811,58,1,1,1,1
13500," Fraccionamiento Montebello,  Fraccionamiento Montebello, Mérida",8022,2,2,2,2,1
13000," Santa Fe Living Torre 2 Nivel 2 Depto B203,  Residencial Santa Fé, Guadalupe",4611,46,46,1,1,1
12000," 14 oriente 2210 san Andrés cholula pue ,  Fraccionamiento Atzala, San Andrés Cholula",9621,96,1,1,1,2
110000," PUERTO CANCÚN,  Cancún, Benito Juárez",22332,3,2,3,3,2
19000," Jose Rosas moreno 97,  San Rafael, Cuauhtémoc",5621,56,1,1,1,2
26500," paseo de la toscana 122,  Valle Real, Zapopan",12022,120,2,2,2,2
25000," Vista Hermosa ,  Vista Hermosa, Cuernavaca",12522,125,2,2,2,2
20000," PROL. PASEO DE LA REFORMA 307,  Lomas de Santa Fe, Alvaro Obregón",8022,80,2,2,2,2
7500000," Prolongación Paseo de Reforma ,  Santa Fe, Alvaro Obregón",14422,2,2,2,2,1
21499," Departamento en  Renta, 2 Recamaras, Amuebaldo/equipado, Elena Condos, Arboblada, Cancún,  Benito Juárez, Bacalar",7821,78,2,1,1,2
23500," Palmaris, Av Huayacán 4,  Cancún, Q.R.,  Cancún, Benito Juárez",12222,2,2,2,2,1
50000," Polanco,  Polanco, Miguel Hidalgo",20031,2,1,3,3,43
10990000," RÍO CHURUBUSCO 601,  Xoco, Benito Juárez",9122,91,2,2,2,2
36000," Antonio Enriquez Savignac,  Zona Hotelera, Cancún",17931,2,1,3,3,1
27000," Blvd. Campestre 138,  Jardines Del Moral, León",12921,2,1,2,2,
160000," Av.  Bernardo Quintana #  Santa Fe La Loma, Albaro Obregon,  Santa Fe La Loma, Alvaro Obregón",36034,3,4,3,3,1
22000," Calle Efraín González Luna 2565,  Americana, Guadalajara",710011,1,1,1,1,1
8000," Col. Central,  Central, Piedras Negras",7511,75,1,1,1,1
47000," Lago Zurich 273,  Granada, Miguel Hidalgo",14732,147,2,2,2,3
39000," Blvd: Bosque Real,  Bosque Real, Huixquilucan",32033,3,3,3,3,10
20000," Bosque Real,  Bosque Real, Huixquilucan",8022,2,2,2,2,
20500," Carretara México Toluca  ,  Contadero, Cuajimalpa de Morelos",8122,2,2,2,2,4
34200000," Paseo Lomas Altas,  Jardines de La Patria, Zapopan",1330022,2,2,2,2,3
29000," Agricultura 97,  Escandón II Sección, Miguel Hidalgo",6521,65,1,1,1,2
23000," ROMERO DE TERREROS 730,  Del Valle Norte, Benito Juárez",10032,100,3,2,2,3
280006," MANUEL ACUÑA,  Fraccionamiento Monraz, Guadalajara",18032,180,3,2,2,3
95000," Av. Puerto Cancún,  Cancún, Quintana Roo",25032,250,4,2,2,3
50000," Departamento en Renta en Avenida Club de Golf,  Interlomas, Huixquilucan",28033,280,3,3,3,3
29000," Agricultura 97,  Escandón II Sección, Miguel Hidalgo",6521,65,1,1,1,2
25500," Avenida de las Plazas 60,  Bosque Real, Huixquilucan",14832,3,2,3,3,12
55000," Departamento en Renta en Dinastía,  Dinastía , Monterrey",25023,250,3,3,3,2
19000," Av. Prolongación Paseo de Reforma  489,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",4811,1,1,1,1,8
2500," Condominios Bliss Puerto Aventuras,  Puerto Aventuras, Solidaridad",11621,2,1,2,2,3
25963000," Ruben Dario,  Polanco, Miguel Hidalgo",30032,3,2,3,3,60
40000," tlaxcala 13,  Roma Norte, Cuauhtémoc",16722,167,2,2,2,2
50000," Alfonso Reyes 53,  Hipódromo Condesa, Cuauhtémoc",7021,70,2,1,1,2
57000," Departamento en Renta en Ámsterdam, Hipódromo Condesa,  Hipódromo, Cuauhtémoc",15022,150,3,2,2,2
15500," Navío,  La Calma, Zapopan",10022,2,2,2,2,
5200000," Bayoneta,  Bosques de las Lomas, Cuajimalpa de Morelos",16521,2,1,2,2,1
13000," Luisa 100,  Nativitas, Benito Juárez",6021,60,2,1,1,2
29500," Sonora ,  Roma Norte, Cuauhtémoc",11022,110,2,2,2,2
64000," Caliterra Lomas Country Club, Huixquilucan,  Lomas Country Club, Huixquilucan",48844,488,3,4,4,4
13000," Sebastián Lerdo de Tejada 305,  Centro, Toluca",6011,1,1,1,1,2
39009," Avenida santa fe,  Cuajimalpa, Cuajimalpa de Morelos",10322,103,2,2,2,2
30000," Ampliacion Granada ,  Ampliación Granada, Miguel Hidalgo",6511,65,1,1,1,1
21500," Rafael Sanzio,  La Estancia, Zapopan",10322,103,2,2,2,2
23500," Carretera Mexico-toluca,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",12032,120,2,2,2,3
27000," Reforma Social ,  Reforma Social, Miguel Hidalgo",12022,120,2,2,2,2
17000," COSTA DE ORO,  Fraccionamiento Costa de Oro, Boca del Río",9521,2,1,2,2,
45009," Calle Chicontepec ,  Hipódromo Condesa, Cuauhtémoc",8522,85,2,2,2,2
15500," Manzanastitla ,  Manzanastitla, Cuajimalpa de Morelos",6511,65,1,1,1,1
28000," Departamento en Renta en San Jerónimo,  La Meseta, Monterrey",10522,105,2,2,2,2
24000," VILAVENTO,  Bosque Esmeralda, Atizapán de Zaragoza",9432,94,2,2,2,3
3300000," Bosque Esmeralda ,  Bosque Esmeralda, Atizapán de Zaragoza",10022,2,2,2,2,15
10500," aldana 11,  Del Gas, Azcapotzalco",5521,55,1,1,1,2
16000," Zibatá,  Zibatá, El Marqués",10022,100,2,2,2,2
17000," Adamant II,  Reserva Territorial Atlixcáyotl, San Andrés Cholula",8011,80,1,1,1,1
23000," Renta Town House Lomas DE Vista Hermosa,  Lomas de Vista Hermosa, Cuajimalpa de Morelos",14522,145,2,2,2,2
45017," Calle Chicontepec ,  Hipódromo Condesa, Cuauhtémoc",8422,84,2,2,2,2
13900," Avenida La Vista,  La Vista Residencial, Querétaro",10922,2,2,2,2,1
25500," Calle Lago Alberto,  Anáhuac I Sección, Miguel Hidalgo",5511,55,1,1,1,1
6900000," Secretaria de Marina,  Bosques de las Lomas, Cuajimalpa de Morelos",15022,150,3,2,2,2
45000," Calle chicontepec ,  Hipódromo Condesa, Cuauhtémoc",8522,85,2,2,2,2
45000," Hacienda de La Sierra,  Hacienda de La Sierra, San Pedro Garza García",7011,1,1,1,1,
15000," Renta Departamento Zuria Zakia Queretaro,  El Marqués, Querétaro",9921,99,2,1,1,2
30014," 	Cuauhtémoc ,  Colonia Renacimiento, Cuauhtémoc",13311,133,1,1,1,1
32000," Benjamin Franklin,  Hipódromo Condesa, Cuauhtémoc",9221,2,1,2,2,3
5500," 5 de Mayo S/N,  Centro, Veracruz",6011,60,1,1,1,1
40000," Blvrd Puerta de Hierro 5225,  Puerta de Hierro, Zapopan",17022,170,2,2,2,2
65000," Avenida Americas 1972 Country Club Guadalajara Jalisco,  Country Club, Guadalajara",24032,3,2,3,3,1
35000," Brasilia 2790,  Fraccionamiento Colomos Providencia, Guadalajara",13032,130,2,2,2,3
60000," Lago Zurich 219,  Polanco, Miguel Hidalgo",11822,118,2,2,2,2
44000," Bosque de Tabachines 230,  Bosques de las Lomas, Cuajimalpa de Morelos",26434,3,4,3,3,1
15500," Avenida Mexico ,  Manzanastitla, Cuajimalpa de Morelos",6511,65,1,1,1,1
26000," La Visita Residencial ,  La Vista Residencial, Querétaro",9622,2,2,2,2,
32000," Renta Departamento Southill Balvanera Polo AND Country Club Queretaro,  Club de golf Balvanera Polo y Country Club, Corregidora",16522,165,2,2,2,2
48000," Jose Maria Vigil 2700,  Providencia, Guadalajara",25032,250,3,2,2,3
3000000," Blvd. Pdte. Manuel Ávila Camacho 571,  Polanco, Miguel Hidalgo",6011,60,1,1,1,1
25000," Gabriel Castaños 2759,  Arcos Vallarta, Guadalajara",6311,1,1,1,1,1
